property_id,tenancy_id,status,inspection_type,inspection_date,start_time,end_time,general_note
rps_lng-CVA210194,rps_lng-CVA210537,Closed,Routine,2022-08-05,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 06/08/2022 by Scheduled Task
rps_lng-CVA210194,rps_lng-CVA210537,Closed,Routine,2022-03-03,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 03/04/2022 by Scheduled Task
rps_lng-CVA210194,rps_lng-CVA210537,Closed,Routine,2021-09-03,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 08/09/2021 by Scheduled Task
rps_lng-CVA210211,rps_lng-CVA210408,Closed,Routine,2022-10-11,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 11/10/2022 by Scheduled Task
rps_lng-CVA210211,rps_lng-CVA210408,Closed,Routine,2022-03-18,15:30:00,0 days 15:32:00,Inspection completed in IPX integration on 15/04/2022 by Scheduled Task
rps_lng-CVA210211,rps_lng-CVA210408,Confirmed,Routine,2021-09-08,13:00:00,0 days 13:01:00,Inspection completed in IPX integration on 09/09/2021 by Scheduled Task
rps_lng-CVA210211,rps_lng-CVA210408,Closed,Routine,2021-09-08,12:10:00,0 days 12:11:00,Inspection completed in IPX integration on 09/09/2021 by Scheduled Task
rps_lng-CVA210272,rps_lng-CVA210047,Closed,Routine,2021-03-03,17:00:00,0 days 17:01:00,Inspection completed in IPX integration on 24/03/2021 by Scheduled Task
rps_lng-CVA210272,rps_lng-CVA210047,Closed,Routine,2021-02-22,17:00:00,0 days 17:01:00,Inspection completed in IPX integration on 23/02/2021 by Scheduled Task
rps_lng-CVA210272,rps_lng-CVA210047,Closed,Routine,2021-02-11,17:00:00,0 days 17:01:00,Inspection completed in IPX integration on 12/02/2021 by Scheduled Task
rps_lng-CVA210272,rps_lng-HDO221193,Closed,Routine,2023-02-13,12:00:00,0 days 12:04:00,Inspection completed in IPX integration on 15/02/2023 by Scheduled Task
rps_lng-CVA210325,rps_lng-HDO220686,Confirmed,Routine,2022-09-20,02:00:00,0 days 02:01:00,Inspection completed in IPX integration on 26/09/2022 by Scheduled Task
rps_lng-CVA210383,rps_lng-CVA210098,Closed,Routine,2023-02-21,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 22/02/2023 by Scheduled Task
rps_lng-CVA210383,rps_lng-CVA210098,Closed,Routine,2022-08-05,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 06/08/2022 by Scheduled Task
rps_lng-CVA210383,rps_lng-CVA210098,Confirmed,Routine,2022-02-09,10:30:00,0 days 10:31:00,Inspection completed in IPX integration on 16/02/2022 by Scheduled Task
rps_lng-CVA210384,rps_lng-CVA210099,Closed,Routine,2023-03-01,12:00:00,0 days 12:04:00,Inspection completed in IPX integration on 03/03/2023 by Scheduled Task
rps_lng-CVA210384,rps_lng-CVA210099,Closed,Routine,2022-08-05,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 06/08/2022 by Scheduled Task
rps_lng-CVA210384,rps_lng-CVA210099,Confirmed,Routine,2022-02-09,10:30:00,0 days 10:31:00,Inspection completed in IPX integration on 16/02/2022 by Scheduled Task
rps_lng-CVA210384,rps_lng-CVA210099,Closed,Routine,2021-07-01,09:00:00,0 days 09:04:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-CVA210385,rps_lng-CVA210100,Closed,Routine,2023-02-21,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 22/02/2023 by Scheduled Task
rps_lng-CVA210385,rps_lng-CVA210100,Closed,Routine,2022-08-05,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 05/08/2022 by Scheduled Task
rps_lng-CVA210385,rps_lng-CVA210100,Closed,Routine,2022-03-03,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 03/04/2022 by Scheduled Task
rps_lng-CVA210385,rps_lng-CVA210100,Closed,Routine,2021-09-03,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 10/09/2021 by Scheduled Task
rps_lng-CVA210389,rps_lng-CVA210102,Closed,Routine,2023-04-27,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 28/04/2023 by Scheduled Task
rps_lng-CVA210389,rps_lng-CVA210102,Closed,Routine,2022-10-24,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 28/10/2022 by Daniel Baise
rps_lng-CVA210389,rps_lng-CVA210102,Closed,Routine,2022-04-21,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 23/05/2022 by Reapit
rps_lng-CVA210389,rps_lng-CVA210102,Closed,Routine,2021-09-03,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 11/09/2021 by Scheduled Task
rps_lng-CVA210391,rps_lng-HDO210865,Closed,Routine,2023-06-14,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 15/06/2023 by Scheduled Task
rps_lng-CVA210391,rps_lng-HDO210865,Closed,Routine,2022-12-19,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 20/12/2022 by Scheduled Task
rps_lng-CVA210391,rps_lng-HDO210865,Closed,Routine,2022-06-20,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-CVA210391,rps_lng-HDO210865,Closed,Routine,2022-01-07,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 09/02/2022 by Scheduled Task
rps_lng-CVA210398,rps_lng-CVA210106,Confirmed,Routine,2022-02-09,12:00:00,0 days 12:01:00,Inspection completed in IPX integration on 16/02/2022 by Scheduled Task
rps_lng-CVA210398,rps_lng-CVA210106,Closed,Routine,2021-06-30,08:00:00,0 days 08:03:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-CVA210401,rps_lng-HDO210580,Closed,Routine,2023-02-16,11:00:00,0 days 11:03:00,Inspection completed in IPX integration on 17/02/2023 by Scheduled Task
rps_lng-CVA210401,rps_lng-HDO210580,Closed,Routine,2022-08-12,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 13/08/2022 by Scheduled Task
rps_lng-CVA210401,rps_lng-HDO210580,Confirmed,Routine,2022-02-09,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 16/02/2022 by Scheduled Task
rps_lng-CVA210406,rps_lng-CVA210584,Closed,Routine,2022-06-21,13:00:00,0 days 13:02:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-CVA210406,rps_lng-CVA210584,Closed,Routine,2021-12-16,12:00:00,0 days 12:04:00,Inspection completed in IPX integration on 16/01/2022 by Scheduled Task
rps_lng-CVA210406,rps_lng-CVA210584,Closed,Routine,2021-06-28,12:00:00,0 days 12:04:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-CVA210406,rps_lng-HDO221419,Closed,Routine,2023-05-09,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 09/05/2023 by Scheduled Task
rps_lng-CVA210411,rps_lng-HDO221273,Closed,Routine,2023-03-21,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 22/03/2023 by Scheduled Task
rps_lng-CVA210417,rps_lng-CVA210254,Confirmed,Routine,2023-03-09,09:00:00,0 days 09:08:00,Inspection completed in IPX integration on 10/04/2023 by Scheduled Task
rps_lng-CVA210417,rps_lng-CVA210254,Closed,Routine,2022-03-10,11:00:00,0 days 11:03:00,Inspection completed in IPX integration on 10/04/2022 by Scheduled Task
rps_lng-CVA210420,rps_lng-CVA210114,Closed,Routine,2023-05-30,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 30/05/2023 by Scheduled Task
rps_lng-CVA210420,rps_lng-CVA210114,Closed,Routine,2022-05-16,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 23/05/2022 by Reapit
rps_lng-CVA210420,rps_lng-CVA210114,Closed,Routine,2021-04-13,16:00:00,0 days 16:01:00,Inspection completed in IPX integration on 19/05/2021 by Scheduled Task
rps_lng-CVA210426,rps_lng-CVA210207,Closed,Routine,2021-09-03,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 18/09/2021 by Scheduled Task
rps_lng-CVA210426,rps_lng-HDO220740,Closed,Routine,2022-12-19,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 20/12/2022 by Scheduled Task
rps_lng-CVA210429,rps_lng-CVA210576,Closed,Routine,2023-05-02,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 03/05/2023 by Scheduled Task
rps_lng-CVA210429,rps_lng-CVA210576,Closed,Routine,2022-10-11,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 11/10/2022 by Scheduled Task
rps_lng-CVA210429,rps_lng-CVA210576,Closed,Routine,2022-03-18,15:30:00,0 days 15:32:00,Inspection completed in IPX integration on 22/03/2022 by Scheduled Task
rps_lng-CVA210429,rps_lng-CVA210576,Closed,Routine,2021-09-03,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 09/09/2021 by Scheduled Task
rps_lng-CVA210435,rps_lng-CVA210120,Closed,Routine,2022-12-29,11:00:00,0 days 11:03:00,
rps_lng-CVA210435,rps_lng-CVA210120,Closed,Routine,2022-06-13,23:00:00,0 days 23:01:00,sent to LL 5/05/22
rps_lng-CVA210435,rps_lng-CVA210120,Closed,Routine,2022-05-15,23:00:00,0 days 23:01:00,
rps_lng-CVA210435,rps_lng-CVA210120,Closed,Routine,2022-05-05,13:00:00,0 days 13:03:00,Inspection completed in IPX integration on 06/06/2022 by Reapit
rps_lng-CVA210436,rps_lng-CVA210612,Closed,Routine,2023-02-15,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 15/02/2023 by Scheduled Task
rps_lng-CVA210436,rps_lng-CVA210612,Closed,Routine,2022-08-17,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 17/08/2022 by Scheduled Task
rps_lng-CVA210436,rps_lng-CVA210612,Closed,Routine,2022-02-10,11:00:00,0 days 11:03:00,Inspection completed in IPX integration on 08/03/2022 by Scheduled Task
rps_lng-CVA210436,rps_lng-CVA210612,Closed,Routine,2021-09-02,13:00:00,0 days 13:01:00,Inspection completed in IPX integration on 07/09/2021 by Reapit
rps_lng-CVA210439,rps_lng-HDO221292,Closed,Routine,2023-03-15,12:00:00,0 days 12:04:00,Inspection completed in IPX integration on 16/03/2023 by Scheduled Task
rps_lng-CVA210440,rps_lng-CVA210481,Closed,Routine,2021-09-03,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 09/09/2021 by Scheduled Task
rps_lng-CVA210459,rps_lng-HDO210795,Closed,Routine,2022-12-15,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 16/12/2022 by Scheduled Task
rps_lng-CVA210459,rps_lng-HDO210795,Closed,Routine,2021-12-07,00:00:00,0 days 00:01:00,Inspection completed in IPX integration on 23/12/2021 by Scheduled Task
rps_lng-CVA210465,rps_lng-CVA210531,Closed,Routine,2023-03-22,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 24/03/2023 by Scheduled Task
rps_lng-CVA210465,rps_lng-CVA210531,Closed,Routine,2022-09-02,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 03/09/2022 by Scheduled Task
rps_lng-CVA210465,rps_lng-CVA210531,Confirmed,Routine,2022-02-09,14:00:00,0 days 14:01:00,Inspection completed in IPX integration on 16/02/2022 by Scheduled Task
rps_lng-CVA210465,rps_lng-CVA210531,Closed,Routine,2021-08-11,13:00:00,0 days 13:01:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-CVA210491,rps_lng-CVA210356,Closed,Routine,2022-07-20,10:00:00,0 days 10:02:00,Inspection completed in IPX integration on 09/08/2022 by Scheduled Task
rps_lng-CVA210491,rps_lng-CVA210356,Closed,Routine,2022-01-19,15:00:00,0 days 15:02:00,Inspection completed in IPX integration on 20/01/2022 by Scheduled Task
rps_lng-CVA210491,rps_lng-HDO230052,Closed,Routine,2023-08-02,09:00:00,0 days 09:02:00,
rps_lng-CVA210507,rps_lng-HDO210098,Closed,Routine,2022-09-15,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 16/09/2022 by Scheduled Task
rps_lng-CVA210507,rps_lng-HDO210098,Closed,Routine,2022-03-11,11:00:00,0 days 11:03:00,Inspection completed in IPX integration on 03/04/2022 by Scheduled Task
rps_lng-CVA210507,rps_lng-HDO210098,Closed,Routine,2021-09-03,14:00:00,0 days 14:01:00,Inspection completed in IPX integration on 10/09/2021 by Scheduled Task
rps_lng-CVA210513,rps_lng-HDO210649,Closed,Routine,2023-07-07,12:30:00,0 days 12:31:00,Inspection completed in IPX integration on 08/07/2023 by Scheduled Task
rps_lng-CVA210513,rps_lng-HDO210649,Closed,Routine,2021-12-17,12:00:00,0 days 12:04:00,Inspection completed in IPX integration on 17/01/2022 by Scheduled Task
rps_lng-CVA210513,rps_lng-HDO220891,Closed,Routine,2023-07-07,12:30:00,0 days 12:31:00,Inspection completed in IPX integration on 08/07/2023 by Scheduled Task
rps_lng-CVA210542,rps_lng-CVA210209,Closed,Routine,2021-07-05,10:00:00,0 days 10:04:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-CVA210542,rps_lng-HDO211592,Closed,Routine,2023-07-19,10:00:00,0 days 10:02:00,
rps_lng-CVA210542,rps_lng-HDO211592,Closed,Routine,2022-12-19,12:00:00,0 days 12:04:00,Inspection completed in IPX integration on 20/12/2022 by Scheduled Task
rps_lng-CVA210542,rps_lng-HDO211592,Closed,Routine,2022-06-17,08:30:00,0 days 08:32:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2023-06-14,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 15/06/2023 by Scheduled Task
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2022-12-19,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 20/12/2022 by Scheduled Task
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2022-06-15,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2021-12-21,04:30:00,0 days 04:31:00,Inspection completed in IPX integration on 21/12/2021 by Scheduled Task
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2021-09-03,14:00:00,0 days 14:01:00,Inspection completed in IPX integration on 08/09/2021 by Reapit
rps_lng-CVA210596,rps_lng-CVA210514,Closed,Routine,2021-07-01,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-CVA210610,rps_lng-HDO211510,Closed,Routine,2022-09-27,08:00:00,0 days 08:01:00,Inspection completed in IPX integration on 28/10/2022 by Daniel Baise
rps_lng-CVA210610,rps_lng-HDO211510,Closed,Routine,2022-03-04,15:00:00,0 days 15:02:00,Inspection completed in IPX integration on 11/03/2022 by Scheduled Task
rps_lng-CVA210610,rps_lng-HDO221643,Closed,Routine,2023-05-05,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 07/05/2023 by Scheduled Task
rps_lng-CVA210616,rps_lng-HDO220102,Closed,Routine,2023-06-23,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 24/06/2023 by Scheduled Task
rps_lng-CVA210616,rps_lng-HDO220102,Closed,Routine,2022-12-08,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 09/12/2022 by Scheduled Task
rps_lng-CVA210616,rps_lng-HDO220102,Closed,Routine,2022-06-14,13:00:00,0 days 13:03:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-CVA210647,rps_lng-HDO210935,Closed,Routine,2022-03-04,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 03/04/2022 by Scheduled Task
rps_lng-CVA210647,rps_lng-HDO221070,Closed,Routine,2023-02-10,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 11/02/2023 by Scheduled Task
rps_lng-HDO080004,rps_lng-RPT190654,Closed,Routine,2015-06-17,09:21:00,0 days 09:21:30,
rps_lng-HDO080004,rps_lng-RPT190654,Closed,Routine,2014-11-20,14:25:00,0 days 14:25:30,
rps_lng-HDO080004,rps_lng-RPT190654,Closed,Routine,2014-02-28,12:15:00,0 days 12:15:30,
rps_lng-HDO080004,rps_lng-RPT190654,Closed,Routine,2013-08-19,09:35:00,0 days 09:35:30,
rps_lng-HDO080004,rps_lng-RPT190654,Closed,Routine,2013-01-02,16:46:00,0 days 16:46:30,
rps_lng-HDO080004,rps_lng-RPT190654,Closed,Routine,2012-04-22,06:59:00,0 days 06:59:30,
rps_lng-HDO080004,rps_lng-RPT190852,Closed,Routine,2011-05-10,08:24:00,0 days 08:24:30,
rps_lng-HDO080004,rps_lng-RPT190852,Closed,Routine,2010-09-27,08:00:00,0 days 08:00:30,
rps_lng-HDO080004,rps_lng-RPT190852,Closed,Routine,2010-02-23,09:00:00,0 days 09:00:30,
rps_lng-HDO080004,rps_lng-RPT190852,Closed,Routine,2009-07-27,08:00:00,0 days 08:00:30,
rps_lng-HDO080004,rps_lng-RPT191479,Closed,Routine,2022-10-19,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 20/11/2022 by Scheduled Task
rps_lng-HDO080004,rps_lng-RPT191479,Closed,Routine,2021-09-03,13:00:00,0 days 13:01:00,Inspection completed in IPX integration on 11/09/2021 by Scheduled Task
rps_lng-HDO080004,rps_lng-RPT191479,Closed,Routine,2019-12-17,10:45:00,0 days 10:45:15,Inspection completed in IPX integration on 19/12/2019 by Reapit
