creditor_id,name,company_name,abn,address_unit,address_street_no,address_street_1,address_street_2,address_suburb,address_state,address_postcode,mailing_address_unit,mailing_address_street_no,mailing_address_street_1,mailing_address_street_2,mailing_address_suburb,mailing_address_state,mailing_address_postcode,preferred_email,preferred_phone,additional_emails,additional_phones,other_contact_info,preferred_comm_method,default_account_code,is_gst_exempt,is_priority,is_strata_creditor,strata_plan_number,strata_building_name,strata_self_managed,strata_building_street_no,strata_building_street_1,strata_building_street_2,strata_building_suburb,strata_building_state,strata_building_postcode,payment_method,cheque_pay_to,eft_account_name,eft_account_bsb,eft_account_no,bpay_reference,contact_[n]_id,contact_[n]_type,tag_[group name]
rps_lng-HDO15002945,,1. Pestwise Possum & Pest Control,,,,PO Box 582,,Brentford Square,VIC,3131,,,,,,,,pestwise@hotmail.com,Work 03 9886 6009,,,,pestwise@hotmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001412,,Smartnet Electrics Pty Ltd,,,,,,,,,,,,,,,,info@smartnetelectrics.com.au,,,Mobile 0427 371 575,,info@smartnetelectrics.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO15001041,,MCS South Yarra Locksmiths & Security,,,,Shop 5/7 Yarra Street,,South Yarra,Vic,3141,,,,,,,,mcslocks@bigpond.net.au,Work 03 9867 5958,,Mobile 0418 364 837,,mcslocks@bigpond.net.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004445,,Ones&Twos,,,,"Suite 50, Shop 336",,Point Cook,VIC,3030,,,,,,,,admin@onestwosplumbing.com.au,Work 1800663896,,,,admin@onestwosplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002484,,Gentec Electrics,,137,,Wilson Boulevard,,RESERVOIR,VIC,3073,,,,,,,,matt@gentecelectrics.com.au,,,Mobile 0411 726 859,,matt@gentecelectrics.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19006017,,Leaftop Garden & Property Services Pty Ltd,,,,,,,,,,,,,,,,accounts@leaftop.com.au,,,Mobile 0407 686 910,,accounts@leaftop.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004528,,Hire A Hubby South Yarra - General Inquiries,,,,,,,,,,,,,,,,southyarra.vic@hireahubby.com.au,Work 1300 171 790,,,,southyarra.vic@hireahubby.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22004315,,Local Melbourne Roof Plumbers,,,,PO Box 10,,Coburg,VIC,3058,,,,,,,,admin@melbourneroofplumbers.com.au,,,Mobile 0429 999 690,,admin@melbourneroofplumbers.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-JAM20000164,,Nonstop Locksmiths,,,,,,,,,,,,,,,,info@nonstoplocksmiths.com.au,Work 0418 444 166,,,,info@nonstoplocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-SAN21000079,,THIN HA Timber Flooring & Handyman Services,,,,,,,,,,,,,,,,kmcleaves@gmail.com,,,,,kmcleaves@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004377,,Plumbmaster,,,,PO Box 291,,Coburg,VIC,3058,,,,,,,,service@plumbmastermelbourne.com.au,,,Mobile 0409 933 034,,service@plumbmastermelbourne.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22003144,,Hycleaning Services Pty Ltd,,19,,Scott Gr,,Kingsbury,VIC,3083,,,,,,,,andyjtb@hotmail.com,,,Mobile 0425 666 628,,andyjtb@hotmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-VAD21000019,,Propper Maintenance Pty Ltd,,Suite 3,,Level 2/118 Devonshire,,Surry Hills,NSW,2010,,,,,,,,longview@proppermaintenance.com.au,Work 1300 622 748,,,,longview@proppermaintenance.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002152,,Plum Heating & Cooling,,,,"Unit 4,  22-30 Wallace Avenue",Point COOK 3023,,,,,,,,,,,contact@plumheatcool.com.au,Work 8360 9622,,Fax 8360 9633,,contact@plumheatcool.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21004361,,Oz Wide Gutter Cleaning,,PO Box 893,,,,BERWICK,VIC,3806,,,,,,,,admin@gutter-clean.com.au,,,Home 1300 800 757,,admin@gutter-clean.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002265,,Surelec Pty Ltd (Surelec Electricians),,8-Dec,,Greenwood Street,,ABBOTSFORD,VIC,3067,,,,,,,,sales@surelec.com.au,,,,,sales@surelec.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002421,,Flood Restoration Melbourne,,499,,Nicholson Street,,CARLTON NORTH,VIC,3054,,,,,,,,info@floodrestoration.melbourne,,,,,info@floodrestoration.melbourne,,,,,,,,,,,,,,,,,,,,,,
rps_lng-JAM21000053,,Bloom Mowing & Garden Care,,,,,,,,,,,,,,,,bloom.mowing@gmail.com,,,Mobile 0433 777 914,,bloom.mowing@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001439,,Diverse Appliances Services,,Jul-80,,Mills Road,,Braeside,VIC,3195,,,,,,,,service@diverseappliances.com.au,Work 9580 2186,,,,service@diverseappliances.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000013,,2. Intrinsic Cleaning,,11,,Retreat Avenue,,Cranbourne North,VIC,3977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001868,,The Clean Queen Melbourne,,,,,,,,,,,,,,,,miranda@tcqmelb.com,,,Mobile 0434358760,,miranda@tcqmelb.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000012,Spingvale,Flick Anticimex Pty Ltd,,4,,Brough Street,,Springvale,VIC,3171,,,,,,,,accounts.receivable@flick-anticimex.com.au,Work 8514 1300,,,,accounts.receivable@flick-anticimex.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001895,,AMG Air Conditioning,,64,,Colorado Crescent,Rowville VIC 3178,,,,,,,,,,,amgair@amgair.com.au,Work 0419 297 331,,Fax 9764 8474,,amgair@amgair.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18002179,,MJ Electrical Services Pty Ltd,,7,,Finley Crt,,Wantirna Sth,Vic,3152,,,,,,,,mjelectricalmelb@gmail.com,,,,,mjelectricalmelb@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001245,,Active Appliance Repairs,,,,Factory 1/5 Industrial Avenue,Hoppers Crossing,,Vic,3029,,,,,,,,activeappliances@westnet.com.au,Work 03 9369 5296,,Fax 9369 7259,,activeappliances@westnet.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19005924,,Non-Stop Locksmiths,,,,PO Box 3085,,Moorabbin East,VIC,3189,,,,,,,,info@nonstoplocksmiths.com.au,,,Mobile 0418 444 166,,info@nonstoplocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001583,,1. Do All Appliances,,34,,Bignell Road,Moorabbin VIC 3189,,,,,,,,,,,bookings@doallappliances.com.au,Work 9553 0660,,Fax 9553 0708,,bookings@doallappliances.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19003549,,Domtech Australia,,12A,,Redland Drive,,Mitcham,VIC,3132,,,,,,,,service@domtech.com.au,,,Home 9872 6850,,service@domtech.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17002839,,Patterson Locksmiths Pty Ltd,,,,,,,,,,,,,,,,accounts@pattersonlocksmiths.com.au,,,Mobile 1300 061 730,,accounts@pattersonlocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002453,,Frontline Locksmiths,,59,,Mundara Drive,,RINGWOOD,VIC,3134,,,,,,,,admin@frontlinelocksmiths.com.au,Work 03 8827 0800,,,,admin@frontlinelocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE20000110,,Ability Electrical Services,,,,,,,,,,,,,,,,dylan@abilityes.com.au,,,Mobile 0450069998,,dylan@abilityes.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001429,,Brimbank Fencing,,,,P O Box 51,St Albans,,Vic,3021,,,,,,,,,Work 9390 9777,,,,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16001000,,Biskon Plumbing Pty Ltd,,15/18-20,,Edward Street,,Oakleigh,Vic,3166,,,,,,,,bookings@biskonplumbing.com.au,Work 03 9558 9100,,,,bookings@biskonplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19006010,,J T GARDENS AND MAINTENANCE,,,,PO Box 4378,,Hoppers Crossing,VIC,3029,,,,,,,,info@jtgardens.com.au,,,Mobile 0409198548,,info@jtgardens.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001219,,Avanti Services,,,,"PO Box 2061, Lalor Plaza",Lalor VIC 3075,,,,,,,,,,,avantiremotes@bigpond.com,,,,,avantiremotes@bigpond.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002133,,MSZ Tree Lopping Service,,558,,Greigs Road,Rockbank VIC 3335,,,,,,,,,,,mzold@bigpond.net.au,Work 9747 1322,,Fax 9747 1320,,mzold@bigpond.net.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002195,,Jayee Screens,,13,,Rose Street,Upper Ferntree Gully VIC 3156,,,,,,,,,,,vanessa@jayeescreens.com.au,Work 97583800,,,,vanessa@jayeescreens.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18002052,,City West Locksmiths,,71,,John Street,,Werribee,Vic,3030,,,,,,,,joey@citywestlocksmiths.com.au,,,Mobile 0414930586,,joey@citywestlocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22002285,,Epic Inspections,,,,PO Box 6175,,Point Cook,VIC,3030,,,,,,,,customer.service@epicinspections.com.au,,,Home 1300 000 160,,customer.service@epicinspections.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-JAM20000137,,Northern Appliance Repairs,,12,,Southdown Rise,,Mernda,VIC,3754,,,,,,,,raysimpson@iinet.net.au,Work 0414 682 946,,,,raysimpson@iinet.net.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21001800,,Dungan Glass Pty Ltd,,5,,Inverleith Street,,HAWTHORN,VIC,3122,,,,,,,,carley@dunganglass.com.au,,,,,carley@dunganglass.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001873,,Temp Zero Electrical & Air Conditioning,,12,,Quartz Grove,Epping,,Vic,3076,,,,,,,,Temp_zero@hotmail.com,,,Mobile 0419 584 866,,Temp_zero@hotmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21000910,,Vidis Services Pty Ltd - Bulleen,,,,1 Frederick St,,Bulleen,VIC,3105,,,,,,,,,Work 0431160024,,,,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES21000025,,Johnstone Electrics,,11,,Rupicola Crt,,Hillside,VIC,3037,,,,,,,,johnelect@bigpond.com,,,Mobile 0418337686,,johnelect@bigpond.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001956,,Investa Projects Victoria,,,,PO Box 173,Hawthorn VIC 3122,,,,,,,,,,,enquiries@investaprojects.com,,,Home 9815 1650,,enquiries@investaprojects.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001170,,Premier Pest Management,,,,,,,,,,,,,,,,premierpestman@optusnet.com.au,,,,,premierpestman@optusnet.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001782,,Electrolux,,,,,,,,,,,,,,,,contracts@electrolux.com.au,Work 131349,,,,contracts@electrolux.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001188,,Smoke Alarms Australia,,,,P O Box 1531,Neutral Bay,,NSW,2089,,,,,,,,vic@smokealarmsaustralia.com.au,Work 1300125276,,,,vic@smokealarmsaustralia.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002204,,Aussie Tree Services Vic Pty Ltd,,,,PO BOX 234,,MONBULK,VIC,3793,,,,,,,,team@aussietreesvic.com.au,,,Mobile 0419 358 035 Fax 02 9506 3305,,team@aussietreesvic.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-SAN22000063,,MAGS Made Pty Ltd,,,,PO BOX 4467,,Hoppers Crossing,VIC,3029,,,,,,,,ali.guy@hotmail.com,,,,,ali.guy@hotmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001086,,Biskon Plumbing,,15/18-20,,Edward Street,Oakleigh  VIC 3166,,,,,,,,,,,bookings@biskonplumbing.com.au,Work 03 9558 9100,,,,bookings@biskonplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19003293,,Madeo Plumbing,,,,PO BOX 1140,,Altona Meadows,VIC,3028,,,,,,,,callups@madeogroup.com.au,Work 8360 3136,,Mobile 0402 163 197,,callups@madeogroup.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002539,,PorterVac Gutter Cleaning & Roofing,,6,,Rosemary Court,,MULGRAVE,VIC,3170,,,,,,,,service@portervac.com.au,,,Mobile 0408 902 793,,service@portervac.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE19000104,,Efficient Heating & Cooling,,68/22,,Dunn Crescent,,Dandenong,VIC,3175,,,,,,,,info@heatingcoolingsystems.com.au,Work 03 9792 3261,,,,info@heatingcoolingsystems.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21001816,,Shillinglaw Home Maintenance,,168,,Danks Street,,ALBERT PARK,VIC,3206,,,,,,,,psh29941@bigpond.net.au,,,Mobile 0416 031 060 Fax 0423 321 215,,psh29941@bigpond.net.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002747,Werribee East,Jim's Mowing (Werribee East),,62,,Market Road,,Werribee,VIC,3030,,,,,,,,robert.wesutan@jimsmowing.net,,,Mobile 0415 723 982,,robert.wesutan@jimsmowing.net,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO23000533,,JAB Locksmiths,,,,PO Box 178,,Keilor,VIC,3036,,,,,,,,service@jablocksmiths.com.au,,,Mobile 03 8390 8390,,service@jablocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14002395,,Master Tech Appliance Services,,9,,Kirkham Road,,Dandenong,,3175,,,,,,,,admin@master-tech.com.au,,,,,admin@master-tech.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO23000336,,Megasealed Southern Peninsula,,5/133,,Beauchamp Road,,Matraville,NSW,2036,,,,,,,,Angela.Blaivas@megasealed.com.au,Work 1300 658 007,,,,Angela.Blaivas@megasealed.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002429,,Protech Pest Control,,,,Factory 4/11 Cooper Street,,CAMPBELLFIELD,VIC,3061,,,,,,,,theresa@protechpest.com.au,Work 1300 486 149,,,,theresa@protechpest.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20002103,,Termicon Pty Ltd ATF,,86,,,,Brunswick East,VIC,3057,,,,,,,,accounts@termicon.com.au,,,,,accounts@termicon.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002005,,PDS Garage Doors & Gates,,38,,Yale Drive,Epping VIC 3076,,,,,,,,,,,service@pdsdoors.com.au,,,Mobile 9408 3418,,service@pdsdoors.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22004214,,Obsidian Roofing,,441,,Flemington Road,,North Melbourne,VIC,3051,,,,,,,,projects@obsidianroofing.com.au,Work 1300 557 935,,,,projects@obsidianroofing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-VAD21000039,,E&S Trading,,,,,,,,,,,,,,,,jenna.kallaste@eands.com.au,,,,,jenna.kallaste@eands.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO15001023,,Total Gas Care Services,,,,P.O. Box 329,,Elwood,Vic,3184,,,,,,,,bookings@totalgascare.com.au,,,Fax 9502 4853,,bookings@totalgascare.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17002815,,DM Appliance Service,,44,,Bolinda Road,,Balwyn North,Vic,3104,,,,,,,,davidqhyang@hotmail.com,,,Mobile 0402 429 698,,davidqhyang@hotmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18000912,,Exopest Pty Ltd,,80-86,,Buckhurst Street,,South Melbourne,,3205,,,,,,,,info@exopest.com.au,Work (03) 8696 9000,,,,info@exopest.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22001401,,High And Low Home Maintenance,,,,,,,,,,,,,,,,highandlowmaintenance@hotmail.com,,,Mobile 0457001861,,highandlowmaintenance@hotmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002117,,Keep 'M' Out,,6,,Slim Crt,Sunbury VIC 3249,,,,,,,,,,,keepmout@netspace.net.au,,,,,keepmout@netspace.net.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12001503,,Fisher & Paykel,,,,Domestic & General Services Pty Ltd,,Melbourne,Vic,3001,,,,,,,,aus.customercare@fisherpaykel.com,Work 1300 718 598,,,,aus.customercare@fisherpaykel.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22001410,,Jim's Flyscreens and Blinds (Alan Cossens),,24,,Lake View Drive,,Narre Warren,VIC,3805,,,,,,,,,,,Mobile 0433 864 637,,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001388,,AGG Doors,,11/17-23,,Keppel Drive,,Hallam,VIC,3803,,,,,,,,admin@aggdoors.com.au,Work 9799 1999,,,,admin@aggdoors.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE19000090,,Beal Electrical Services Pty Ltd,,4,,Huxley Avenue,,Dandenong North,VIC,3175,,,,,,,,service@bealelectrical.com.au,Work 0430 073 942,,,,service@bealelectrical.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001746,,AAA Glass,,67,,Sharps Rd Tullamarine 3043,"Postal: PO Box 216, Tullamarin",,3043,,,,,,,,,enquiries@aaaglass.com.au,Work 93381281,,Fax 93380096,,enquiries@aaaglass.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001342,,Ochre Plumbing & Gasfitting,,,,Ochre Plumbing & Gasfi15 Monteith S,Altona North,,Vic,3025,,,,,,,,scottorr@ochreplumbingandgasfitting.com.au,,,,,scottorr@ochreplumbingandgasfitting.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22001491,,IMaintenance Group Pty Ltd,,137,,Melville Rd,,Brunswick West,VIC,3055,,,,,,,,info@imaintenancegroup.com.au,Work 03 9386 2650,,,,info@imaintenancegroup.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16002429,,Chromagen,,17-23,,Redwood Drive,,Dingley,Vic,3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001147,,Melbourne Plumbing Group,,20B,,Rooks Road,,Nunawading,VIC,3131,,,,,,,,melbourneplumbinggroup-longview@imports.aroflo.com,Work 1300 116 486,,Mobile 0425 809 395,,melbourneplumbinggroup-longview@imports.aroflo.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20002016,,JB Fencing,,27,,Rokeby Crs,,Craigieburn,VIC,3064,,,,,,,,jamie@jbfencing.com.au,,,,,jamie@jbfencing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22002894,,DLK Electrical Solutions,,,,,,,,,,,,,,,,dlkelectricalsolutions@gmail.com,,,Mobile 0418855928,,dlkelectricalsolutions@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22003692,,All Brands Servicing,,,,,,,,,,,,,,,,,Work 03 5367 7646,,,,,,,,,,,,,,,,,,,,,,,,,,
