tenancy_id,ID,DateTime,Type,Category,Description,IsCredit,IsDebit,Gross,Net,Balance,VAT,Unallocated,PaymentType,Rent_paid_to,Rent_credit
rps_lng-CVA210105,rps_lng-HDO21465274,2021-12-03T00:00:00+00:00,Payment,Tenant Payment,Tenant repayment,False,True,2064.0,2064.0,,,,,,0.0
rps_lng-CVA210105,rps_lng-HDO21141654,2021-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2021 to 31/05/2021 for 66a Fawkner Street,False,True,2064.0,2064.0,-2064.0,,,,31/05/2021,
rps_lng-CVA210106,rps_lng-HDO22083511,2022-03-01T00:00:00+00:00,Invoice,Rent,Rent from 01/03/2022 to 10/03/2022 for 1/512 Toorak Road,False,True,1080.0,1080.0,-1080.0,,,,10/03/2022,
rps_lng-CVA210106,rps_lng-HDO22090751,2022-03-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1215819,True,False,1080.0,1080.0,,,,,,0.0
rps_lng-CVA210108,rps_lng-HDO23345008,2023-08-04T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42776450,True,False,2825.0,2825.0,2605.0,,,,,2605.0
rps_lng-CVA210108,rps_lng-HDO23330963,2023-08-05T00:00:00+01:00,Invoice,Rent,Rent from 05/08/2023 to 04/09/2023 for 401/69 Victoria Street,False,True,2825.0,2825.0,-220.0,,,,04/09/2023,
rps_lng-CVA210114,rps_lng-HDO23325932,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 1419/18 Mt Alexander Road,False,True,1870.0,1870.0,-1870.0,,,,31/08/2023,
rps_lng-CVA210114,rps_lng-HDO23337191,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 1419/18MTALEXAND-2,True,False,1870.0,1870.0,,,,,,0.0
rps_lng-CVA210120,rps_lng-HDO23346850,2023-08-07T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 33511155,True,False,2695.0,2695.0,-50.0,,,,,0.0
rps_lng-CVA210120,rps_lng-HDO23326069,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 52 Freeman Street,False,True,2695.0,2695.0,-25.0,,,,31/08/2023,
rps_lng-CVA210145,rps_lng-HDO23337171,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1217527,True,False,1348.0,1348.0,,,,,,0.0
rps_lng-CVA210145,rps_lng-HDO23325801,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 3/835 Plenty Road,False,True,1348.0,1348.0,-1348.0,,,,31/08/2023,
rps_lng-CVA210156,rps_lng-HDO21240277,2021-07-05T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 819/38-70MTALEXA-2,False,True,1630.0,1630.0,-1630.0,,,,,0.0
rps_lng-CVA210156,rps_lng-HDO21247877,2021-07-08T00:00:00+01:00,Credit Note,Rent,TT vacated,True,False,1630.0,1630.0,,,,,,
rps_lng-CVA210164,rps_lng-HDO23337059,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1223747,True,False,1738.0,1738.0,-104.53,,,,,0.0
rps_lng-CVA210164,rps_lng-HDO23325727,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 19/88 Franklin Street,False,True,1738.0,1738.0,-1842.53,,,,31/08/2023,
rps_lng-CVA210191,rps_lng-HDO23360539,2023-08-15T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 43130855,True,False,1825.0,1825.0,1825.0,,,,,1825.0
rps_lng-CVA210191,rps_lng-HDO23354977,2023-08-17T00:00:00+01:00,Invoice,Rent,Rent from 17/08/2023 to 16/09/2023 for 400/8 Waterview Walk,False,True,1825.0,1825.0,,,,,16/09/2023,
rps_lng-CVA210207,rps_lng-HDO23242144,2023-06-05T00:00:00+01:00,Payment,Tenant Payment,Tenant repayment,False,True,150.0,150.0,,,,,,0.0
rps_lng-CVA210207,rps_lng-HDO23111592,2023-03-18T00:00:00+00:00,Invoice,Rent,Rent from 18/03/2023 to 01/04/2023 for 801/673 La Trobe Street,False,True,803.34,803.34,,,,,01/04/2023,
rps_lng-CVA210209,rps_lng-HDO23354921,2023-08-17T00:00:00+01:00,Invoice,Rent,Rent from 17/08/2023 to 16/09/2023 for 902/288 Albert Street,False,True,1912.0,1912.0,-1912.0,,1912.0,,16/09/2023,
rps_lng-CVA210209,rps_lng-HDO23346623,2023-08-07T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 45567062,True,False,398.24,398.24,,,,,,0.0
rps_lng-CVA210213,rps_lng-HDO23251895,2023-06-18T00:00:00+01:00,Invoice,Rent,Rent from 18/06/2023 to 17/07/2023 for 601/7 Katherine Place,False,True,1521.0,1521.0,-1521.0,,,,17/07/2023,
rps_lng-CVA210213,rps_lng-HDO23358156,2023-08-14T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 47260799,True,False,1521.0,1521.0,1521.0,,1521.0,,,1521.0
rps_lng-CVA210234,rps_lng-HDO21272100,2021-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2021 to 27/08/2021 for 3/27 Kensington Road,False,True,1627.17,1627.17,-1627.17,,,,27/08/2021,
rps_lng-CVA210234,rps_lng-HDO21282028,2021-08-02T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1248037,True,False,1627.17,1627.17,,,,,,0.0
rps_lng-CVA210240,rps_lng-HDO21141775,2021-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2021 to 14/05/2021 for 15/43 Caroline Street,False,True,720.33,720.33,,,,,14/05/2021,
rps_lng-CVA210240,rps_lng-HDO21135139,2021-04-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 34914622,True,False,720.33,720.33,720.33,,,,,720.33
rps_lng-CVA210243,rps_lng-HDO23337025,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1249661,True,False,1673.0,1673.0,,,,,,0.0
rps_lng-CVA210243,rps_lng-HDO23325744,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 14/470 Punt Road,False,True,1673.0,1673.0,-1673.0,,,,31/08/2023,
rps_lng-CVA210247,rps_lng-HDO23325668,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 121 Holden Street,False,True,4280.0,4280.0,-4520.0,,20.0,,31/08/2023,
rps_lng-CVA210247,rps_lng-HDO23338906,2023-08-02T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 34914804,True,False,4280.0,4280.0,-240.0,,,,,0.0
rps_lng-CVA210254,rps_lng-HDO23325965,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 1106/18 Mt Alexander Road,False,True,1673.0,1673.0,-1673.0,,,,31/08/2023,
rps_lng-CVA210254,rps_lng-HDO23337069,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1251764,True,False,1673.0,1673.0,,,,,,0.0
rps_lng-CVA210270,rps_lng-HDO21237845,2021-07-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1254878,True,False,300.0,300.0,,,,,,0.0
rps_lng-CVA210270,rps_lng-HDO21226917,2021-07-01T00:00:00+01:00,Invoice,Rent,Rent from 01/07/2021 to 05/07/2021 for 103/2 Tweed Street,False,True,300.0,300.0,-300.0,,,,05/07/2021,
rps_lng-CVA210282,rps_lng-HDO21226450,2021-07-01T00:00:00+01:00,Invoice,Rent,Rent from 01/07/2021 to 31/07/2021 for 206/539 St Kilda Road,False,True,2303.0,2303.0,-2303.0,,,,31/07/2021,
rps_lng-CVA210282,rps_lng-HDO21237641,2021-07-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 206/539STKILDARO-2,True,False,2303.0,2303.0,,,,,,0.0
rps_lng-CVA210286,rps_lng-HDO23326066,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 2407/60 Kavanagh Street,False,True,2086.0,2086.0,-2086.0,,,,31/08/2023,
rps_lng-CVA210286,rps_lng-HDO23337111,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1256949,True,False,2086.0,2086.0,,,,,,0.0
rps_lng-CVA210315,rps_lng-HDO21142746,2021-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2021 to 03/05/2021 for 13/33 Sutherland Road,False,True,169.35,169.35,-169.35,,,,03/05/2021,
rps_lng-CVA210315,rps_lng-HDO21154858,2021-05-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1262138,True,False,169.35,169.35,,,,,,0.0
rps_lng-CVA210320,rps_lng-HDO23350291,2023-08-15T00:00:00+01:00,Invoice,Rent,Rent from 15/08/2023 to 14/09/2023 for 814/338 Kings Way,False,True,2390.0,2390.0,1180.0,,30.0,,14/09/2023,
rps_lng-CVA210320,rps_lng-HDO23362729,2023-08-17T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 814/338KINGSWAY-2,False,True,2390.0,2390.0,-30.0,,,,,0.0
rps_lng-CVA210356,rps_lng-HDO23357660,2023-08-20T00:00:00+01:00,Invoice,Rent,Rent from 20/08/2023 to 19/09/2023 for 17/32 East Esplanade,False,True,1434.0,1434.0,-1434.0,,1434.0,,19/09/2023,
rps_lng-CVA210356,rps_lng-HDO23318302,2023-07-20T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 17/32EASTESPLANADE,True,False,1434.0,1434.0,,,,,,0.0
rps_lng-CVA210364,rps_lng-HDO23079830,2023-02-21T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46861118,True,False,4733.07,4733.07,1257.07,,,,,1257.07
rps_lng-CVA210364,rps_lng-HDO23076555,2023-02-26T00:00:00+00:00,Invoice,Rent,Rent from 26/02/2023 to 08/03/2023 for 75 Morang Road,False,True,1257.07,1257.07,,,,,08/03/2023,
rps_lng-CVA210401,rps_lng-HDO23322875,2023-07-24T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 2/101VICTORIAROAD,True,False,2064.0,2064.0,,,,,,0.0
rps_lng-CVA210401,rps_lng-HDO23311792,2023-07-23T00:00:00+01:00,Invoice,Rent,Rent from 23/07/2023 to 22/08/2023 for 2/101 Victoria Road,False,True,2064.0,2064.0,-2064.0,,,,22/08/2023,
rps_lng-CVA210402,rps_lng-HDO21039898,2021-02-04T00:00:00+00:00,Payment,Tenant Payment,Tenant repayment,False,True,1956.0,1956.0,,,,,,0.0
rps_lng-CVA210408,rps_lng-HDO23176967,2023-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2023 to 31/05/2023 for 1/30 Clive Road,False,True,2020.0,2020.0,-2020.0,,,,31/05/2023,
rps_lng-CVA210408,rps_lng-HDO23190265,2023-05-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1270926,True,False,2020.0,2020.0,,,,,,0.0
rps_lng-CVA210414,rps_lng-HDO23337073,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1271180,True,False,3542.0,3542.0,,,,,,0.0
rps_lng-CVA210414,rps_lng-HDO23325665,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 47 Gillies Street,False,True,3542.0,3542.0,-3542.0,,,,31/08/2023,
rps_lng-CVA210416,rps_lng-HDO23337211,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1271188,True,False,1412.0,1412.0,-104.53,,,,,0.0
rps_lng-CVA210416,rps_lng-HDO23325642,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 52/88 Franklin Street,False,True,1412.0,1412.0,-1516.53,,,,31/08/2023,
rps_lng-CVA210449,rps_lng-HDO23330896,2023-08-05T00:00:00+01:00,Invoice,Rent,Rent from 05/08/2023 to 04/09/2023 for 17/88 Franklin Street,False,True,1782.0,1782.0,-1782.0,,,,04/09/2023,
rps_lng-CVA210449,rps_lng-HDO23347269,2023-08-07T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 17/88FRANKLINSTR-1,True,False,1782.0,1782.0,,,,,,0.0
rps_lng-CVA210481,rps_lng-HDO21460259,2021-12-01T00:00:00+00:00,Invoice,Rent,Rent from 01/12/2021 to 13/12/2021 for 4/155 Power Street,False,True,706.06,706.06,-706.06,,,,13/12/2021,
rps_lng-CVA210481,rps_lng-HDO21462784,2021-12-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1275641,True,False,706.06,706.06,,,,,,0.0
rps_lng-CVA210487,rps_lng-HDO22334956,2022-08-11T00:00:00+01:00,Payment,Tenant Payment,Tenant repayment,False,True,428.71,428.71,,,,,,0.0
rps_lng-CVA210487,rps_lng-HDO22331024,2022-08-09T00:00:00+01:00,Credit Note,Rent,TT vacated 13/8/22,True,False,428.71,428.71,428.71,,,,,
rps_lng-CVA210514,rps_lng-HDO21401642,2021-10-22T00:00:00+01:00,Credit Note,Rent,Overpaid Rent Refund,True,False,1302.97,1302.97,1302.97,,,,,
rps_lng-CVA210514,rps_lng-HDO21406143,2021-10-26T00:00:00+01:00,Payment,Tenant Payment,Tenant repayment,False,True,1302.97,1302.97,,,,,,0.0
rps_lng-CVA210520,rps_lng-HDO23316363,2023-07-20T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 50/88FRANKLINSTR-2,False,True,1782.0,1782.0,,,,,,0.0
rps_lng-CVA210520,rps_lng-HDO23354880,2023-08-18T00:00:00+01:00,Invoice,Rent,Rent from 18/08/2023 to 17/09/2023 for 50/88 Franklin Street,False,True,2216.0,2216.0,-2216.0,,2216.0,,17/09/2023,
rps_lng-CVA210531,rps_lng-HDO23337319,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1280066,True,False,1999.0,1999.0,,,,,,0.0
rps_lng-CVA210531,rps_lng-HDO23325989,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 536/63 Spencer Street,False,True,1999.0,1999.0,-1999.0,,,,31/08/2023,
rps_lng-CVA210537,rps_lng-HDO23325755,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 22/08/2023 for 3/21 Lisson Grove,False,True,2278.36,2278.36,-4428.36,,2000.0,,22/08/2023,
rps_lng-CVA210537,rps_lng-HDO23350895,2023-08-09T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 36809655,True,False,1278.36,1278.36,-2000.0,,,,,0.0
rps_lng-CVA210538,rps_lng-HDO23325690,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,,,31/08/2023,
rps_lng-CVA210538,rps_lng-HDO23337317,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,,,,0.0
rps_lng-CVA210558,rps_lng-HDO21407561,2021-11-01T00:00:00+00:00,Invoice,Rent,Rent from 01/11/2021 to 04/11/2021 for 6/24 Hawksburn Road,False,True,160.04,160.04,-160.04,,,,04/11/2021,
rps_lng-CVA210558,rps_lng-HDO21420003,2021-11-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1282813,True,False,160.04,160.04,,,,,,0.0
rps_lng-CVA210576,rps_lng-HDO23326054,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 4/185 Auburn Road,False,True,1956.0,1956.0,-1956.0,,,,31/08/2023,
rps_lng-CVA210576,rps_lng-HDO23337360,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1283780,True,False,1956.0,1956.0,,,,,,0.0
rps_lng-CVA210584,rps_lng-HDO23336080,2023-08-07T00:00:00+01:00,Invoice,Rent,Rent from 07/08/2023 to 06/09/2023 for 110 Kangaroo Road,False,True,2694.0,2694.0,-2694.0,,,,06/09/2023,
rps_lng-CVA210584,rps_lng-HDO23347221,2023-08-07T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 110KANGAROOROAD-1,True,False,2694.0,2694.0,,,,,,0.0
rps_lng-CVA210612,rps_lng-HDO23337376,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 606/65COVENTRYST-2,True,False,1586.0,1586.0,,,,,,0.0
rps_lng-CVA210612,rps_lng-HDO23325968,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 606/65 Coventry Street,False,True,1586.0,1586.0,-1586.0,,,,31/08/2023,
rps_lng-HDO190002,rps_lng-HDO23319991,2023-07-27T00:00:00+01:00,Invoice,Rent,Rent from 27/07/2023 to 26/08/2023 for 3 Sundial Boulevard,False,True,2390.0,2390.0,-2360.0,,,,26/08/2023,
rps_lng-HDO190002,rps_lng-HDO23340940,2023-08-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 39759816,True,False,2390.0,2390.0,30.0,,30.0,,,30.0
rps_lng-HDO190003,rps_lng-HDO21158946,2021-05-05T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 35597004,True,False,1201.74,1201.74,1201.74,,0.1,,,1201.74
rps_lng-HDO190003,rps_lng-HDO21152143,2021-05-08T00:00:00+01:00,Invoice,Rent,Rent from 08/05/2021 to 24/05/2021 for 605/255 Racecourse Road,False,True,1201.64,1201.64,0.1,,,,24/05/2021,
rps_lng-HDO190008,rps_lng-HDO23349849,2023-08-09T00:00:00+01:00,Debit Adjustment,Tenant Payment,Adjust assignment of: Tenancy Receipt Ref: HOMETIME          HOMETIME GROUP P,False,True,2620.99,2620.99,,,,,,0.0
rps_lng-HDO190029,rps_lng-HDO22192527,2022-05-10T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 36199743,True,False,200.0,200.0,1200.0,,17.03,,,1200.0
rps_lng-HDO190029,rps_lng-HDO22185601,2022-05-11T00:00:00+01:00,Invoice,Rent,Rent from 11/05/2022 to 28/05/2022 for 63A Rowan Drive,False,True,1182.97,1182.97,17.03,,,,28/05/2022,
rps_lng-HDO190051,rps_lng-HDO23311776,2023-07-23T00:00:00+01:00,Invoice,Rent,Rent from 23/07/2023 to 22/08/2023 for 39 Laurence Way,False,True,1738.0,1738.0,-839.37,,,,22/08/2023,
rps_lng-HDO190051,rps_lng-HDO23324474,2023-07-25T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 34886564,True,False,850.0,850.0,10.63,,10.63,,,10.63
rps_lng-HDO190076,rps_lng-HDO23356307,2023-08-11T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 43399393,True,False,1955.0,1955.0,-815.0,,,,,0.0
rps_lng-HDO190076,rps_lng-HDO23338478,2023-08-08T00:00:00+01:00,Invoice,Rent,Rent from 08/08/2023 to 07/09/2023 for 4 Calita Avenue,False,True,1955.0,1955.0,-2770.0,,815.0,,07/09/2023,
rps_lng-HDO190097,rps_lng-HDO23350474,2023-08-15T00:00:00+01:00,Invoice,Rent,Rent from 15/08/2023 to 14/09/2023 for 1/59 Pakington Street,False,True,2216.0,2216.0,-2312.95,,,,14/09/2023,
rps_lng-HDO190097,rps_lng-HDO23360756,2023-08-15T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 1/59PAKINGTONSTREE,True,False,2216.0,2216.0,-96.95,,,,,0.0
rps_lng-HDO190107,rps_lng-HDO22244039,2022-06-15T00:00:00+01:00,Payment,Tenant Payment,"Tenancy Receipt Ref: 014410038-15074645RTBA,30 DALZIEL",True,False,117.17,117.17,,,,,,0.0
rps_lng-HDO190107,rps_lng-HDO22217744,2022-06-04T00:00:00+01:00,Invoice,Rent,Rent from 04/06/2022 to 05/06/2022 for 30 Dalziel Drive,False,True,117.17,117.17,-117.17,,,,05/06/2022,
rps_lng-HDO190124,rps_lng-HDO23324509,2023-07-25T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42353649,True,False,1738.0,1738.0,831.0,,,,,831.0
rps_lng-HDO190124,rps_lng-HDO23326848,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 15 Edge View,False,True,1695.0,1695.0,-864.0,,864.0,,31/08/2023,
rps_lng-HDO190215,rps_lng-HDO23344087,2023-08-11T00:00:00+01:00,Invoice,Rent,Rent from 11/08/2023 to 10/09/2023 for 187 Victoria Parade,False,True,3063.0,3063.0,-74.29,,,,10/09/2023,
rps_lng-HDO190215,rps_lng-HDO23353130,2023-08-10T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 16143950,True,False,1200.0,1200.0,2988.71,,,,,2988.71
rps_lng-HDO190387,rps_lng-HDO23362198,2023-08-22T00:00:00+01:00,Invoice,Rent,Rent from 22/08/2023 to 21/09/2023 for 57 Rowan Drive,False,True,1912.0,1912.0,-1937.0,,1912.0,,21/09/2023,
rps_lng-HDO190387,rps_lng-HDO23322702,2023-07-24T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT I/Tfr 0037402005,True,False,1912.0,1912.0,-25.0,,,,,0.0
rps_lng-HDO190414,rps_lng-HDO23357850,2023-08-20T00:00:00+01:00,Invoice,Rent,Rent from 20/08/2023 to 19/09/2023 for 38 Tambo Crescent,False,True,2173.0,2173.0,-2173.0,,2173.0,,19/09/2023,
