creditor_id,name,company_name,abn,address_unit,address_street_no,address_street_1,address_street_2,address_suburb,address_state,address_postcode,mailing_address_unit,mailing_address_street_no,mailing_address_street_1,mailing_address_street_2,mailing_address_suburb,mailing_address_state,mailing_address_postcode,preferred_email,preferred_phone,additional_emails,additional_phones,other_contact_info,preferred_comm_method,default_account_code,is_gst_exempt,is_priority,is_strata_creditor,strata_plan_number,strata_building_name,strata_self_managed,strata_building_street_no,strata_building_street_1,strata_building_street_2,strata_building_suburb,strata_building_state,strata_building_postcode,payment_method,cheque_pay_to,eft_account_name,eft_account_bsb,eft_account_no,bpay_reference,contact_[n]_id,contact_[n]_type,tag_[group name]
rps_lng-HDO19006017,Leaftop Garden & Property Services Pty Ltd,Leaftop Garden & Property Services Pty Ltd,,,,,,,,,,,,,,,,accounts@leaftop.com.au,Mobile 0407686910,,Mobile 0407686910,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-VAD21000062,Easy Living Services,Easy Living Services,,,64,Penshurt Street,,Willoughby,NSW,2068,,,,,,,,service@easy-living.com.au,Home 90948600,,Home 90948600,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CHA19000095,Premium Glass,Premium Glass,,1,17,Murphy Street,,Altona North,VIC,3025,,,,,,,,craig@premiumglass.com.au,Home 1300773636,,Home 1300773636,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22002453,Beaumaris Plumbing & Gasfitting Pty Ltd,Beaumaris Plumbing & Gasfitting Pty Ltd,,,7E,354 Reserve Road,,Cheltenham,VIC,3192,,,,,,,,beau.plumbing@bigpond.com,Work 03 9589 1001,,Mobile 0425755546,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22002848,Margelis Co. Cleaning,Margelis Co. Cleaning,,,51,Reema Boulevard,,Endeavour Hills,VIC,3802,,,,,,,,emiliamargelis@gmail.com,Mobile 0410118135,,Mobile 0410118135,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20001456,Melb OC,Melb OC,,37,431,St Kilda Road,,Melbourne,VIC,3004,,,,,,,,oc@melboc.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20000752,Civium Holdings Vic,Civium Holdings Vic,,39,574,Plummer Street,,Port Melbourne,VIC,3207,,,,,,,,levies@civium.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21001805,City of Darebin,City of Darebin,,,,GPO Box 60A,,MELBOURNE,VIC,3001,,,,,,,,mailbox@darebin.vic.gov.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-JAM22000014,Frankly Plumbing Pty Ltd,Frankly Plumbing Pty Ltd,,,,PO BOX 145,,Coburg,VIC,3058,,,,,,,,info@franklyplumbing.com.au,Work 03 9000 9272,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001583,1. Do All Appliances,1. Do All Appliances,,,34,Bignell Road,Moorabbin VIC 3189,,,,,,,,,,,bookings@doallappliances.com.au,Work 9553 0660,,Fax 95530708,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002941,Fox Mowing & Gardening,Fox Mowing & Gardening,,,,PO BOX 661,,Werribee,VIC,3030,,,,,,,,paulm@foxmowing.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14000933,Eastoe Electrical,Eastoe Electrical,,1,150,Donald Street,,Brunswick East,Vic,3057,,,,,,,,info@eastoeelectrical.com.au,Mobile 0413978587,,Mobile 0413978587,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001389,AGL Electricity,AGL Electricity,,,,Locked Bag 20024,Melbourne VIC 3001,,,,,,,,,,,customer.solutions@agl.com.au,Work 131 245,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001198,Tideways Property Management,Tideways Property Management,,,,P O Box 1027,Caufield North,,Vic,3161,,,,,,,,max.hampel@tideways.com.au,Work 90016632,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-SAN21000030,Megasealed Bathrooms Australia Pty Ltd,Megasealed Bathrooms Australia Pty Ltd,,5,133,Beauchamp Road,,Matraville,NSW,2036,,,,,,,,melbournecentral@megasealed.com.au,Work 1300 658 007,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20002016,JB Fencing,JB Fencing,,,27,Rokeby Crs,,Craigieburn,VIC,3064,,,,,,,,jamie@jbfencing.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-SAN21000143,Gulnaz Wahaf,Gulnaz Wahaf,,,,,,,,,,,,,,,,gwahaf@gmail.com,Mobile 0401825825,,Mobile 0401825825,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22003499,Garden Parlour,Garden Parlour,,,,,,,,,,,,,,,,gardenparlour@outlook.com,Mobile 0403668828,,Mobile 0403668828,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES20000008,Flood Response Pty Ltd,Flood Response Pty Ltd,,,,PO BOX 81,,Parkville,VIC,3052,,,,,,,,walterr@floodresponse.com.au,Work 1300 819 396,,Mobile 0447109101,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22003145,Hire A Hubby Preston,Hire A Hubby Preston,,,,PO Box 8024,,Northland Centre,VIC,3072,,,,,,,,preston.vic@hireahubby.com.au,Mobile 0421380902,,Mobile 0421380902,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22001410,Jim's Flyscreens and Blinds (Alan Cossens),Jim's Flyscreens and Blinds (Alan Cossens),,,24,Lake View Drive,,Narre Warren,VIC,3805,,,,,,,,,Mobile 0433864637,,Mobile 0433864637,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002421,Flood Restoration Melbourne,Flood Restoration Melbourne,,,499,Nicholson Street,,CARLTON NORTH,VIC,3054,,,,,,,,info@floodrestoration.melbourne,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001704,PNK Property Maintenance,PNK Property Maintenance,,,44,Scarborough Drive,,Patterson Lakes,VIC,3197,,,,,,,,enquiries@pnkmaintenance.com.au,Work 0474106225,,Mobile 0481049387,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001629,Titan Plumbing Services,Titan Plumbing Services,,,,PO Box 2058,,Altona East,VIC,3025,,,,,,,,info@titanplumbingservices.com.au,Home 1300450460,,Home 1300450460,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004360,Smart House,Smart House,,,,PO Box 2075,,Camberwell West,VIC,3124,,,,,,,,info@smarthouseaustralia.com.au,Work 03 9822 3223,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO08001910,G200 Blinds & Doors,G200 Blinds & Doors,,,,PO Box 82,,Glen Waverley,Vic,3150,,,,,,,,info@g200blindsanddoors.com,Mobile 0418555598,,Mobile 0418555598,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21001869,Plumbing Force,Plumbing Force,,,21,Hartley Road,,WONGA PARK,VIC,3115,,,,,,,,plumber@plumbingforce.com.au,Work 9722 2178,,Mobile 0418387078 Fax 97222460,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001981,Araysa Building Maintenance,Araysa Building Maintenance,,,88A,Lorimer Street,,Port Melbourne,VIC,3207,,,,,,,,info@araysa.com.au,Work 1300 272 972,,Mobile 0407939367,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE19000076,Orange Heating and Cooling,Orange Heating and Cooling,,,,,,,,,,,,,,,,info@orangeheatingandcooling.net,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22002285,Epic Inspections,Epic Inspections,,,,PO Box 6175,,Point Cook,VIC,3030,,,,,,,,customer.service@epicinspections.com.au,Home 1300000160,,Home 1300000160,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12001457,Yarra Valley Water,Yarra Valley Water,,,,GPO Box 2860,,Melbourne,Vic,3001,,,,,,,,enquiry@yvw.com.au,,,Fax 0398721353,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19005948,Eclipse Property Photography,Eclipse Property Photography,,,,,,,,,,,,,,,,info@eclipse-photography.com.au,Mobile 0416271382,,Mobile 0416271382,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO15002868,Strata Plan Pty Ltd,Strata Plan Pty Ltd,,,,Level 13 / 222 Kings Way,,South Melbourne,Vic,3205,,,,,,,,info@strataplan.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002487,Mr Antenna Trading Pty Ltd,Mr Antenna Trading Pty Ltd,,,,Po Box 934,,SOUTH MELBOURNE,VIC,3205,,,,,,,,bookings@themrgroup.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004445,Ones&Twos,Ones&Twos,,,,"Suite 50, Shop 336",,Point Cook,VIC,3030,,,,,,,,admin@onestwosplumbing.com.au,Work 1800663896,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO23002532,N.R.L Fabrications Pty Ltd,N.R.L Fabrications Pty Ltd,,,11,Pesaro Pl,,Point Cook,VIC,3030,,,,,,,,,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21001816,Shillinglaw Home Maintenance,Shillinglaw Home Maintenance,,,168,Danks Street,,ALBERT PARK,VIC,3206,,,,,,,,psh29941@bigpond.net.au,Mobile 0416031060,,Mobile 0416031060 Fax 0423321215,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17002804,LOC Strata Management,LOC Strata Management,,,,"Level 40, 140 William St",,Melbourne,Vic,3000,,,,,,,,accounts@locsm.com.au,Work 86691311,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22003052,Roller Doors Melbourne,Roller Doors Melbourne,,,,,,,,,,,,,,,,info@rollerdoorsmelbourne.com.au,Mobile 0488013363,,Mobile 0488013363,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001785,Energy Australia,Energy Australia,,,,GPO Box 4491,Melbourne,,Vic,3001,,,,,,,,smecustomercare@energyaustralia.com.au,Home 0394222968,,Home 0394222968,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001388,AGG Doors,AGG Doors,,11,17-23,Keppel Drive,,Hallam,VIC,3803,,,,,,,,admin@aggdoors.com.au,Work 9799 1999,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18002118,Intrinsic Cleaning Solutions,Intrinsic Cleaning Solutions,,,11,Retreat Avenue,,Cranbourne North,,3977,,,,,,,,anjana@intrinsiccs.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO23002090,SL Fencing,SL Fencing,,,96,Ashley Street,,Maidstone,VIC,3012,,,,,,,,,Mobile 0417103539,,Mobile 0417103539,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002409,RACV Insurance.,RACV Insurance.,,,,,,,,,,,,,,,,HomeServAdmin@racv.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16000995,Platinum Strata Community Management,Platinum Strata Community Management,,,,"Suite 210,673 Latrobe Street",,Docklands,Vic,3008,,,,,,,,admin@pscm.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19005924,Non-Stop Locksmiths,Non-Stop Locksmiths,,,,PO Box 3085,,Moorabbin East,VIC,3189,,,,,,,,info@nonstoplocksmiths.com.au,Mobile 0418444166,,Mobile 0418444166,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-SAN22000135,Wyndham Plumbing Group,Wyndham Plumbing Group,,,,PO Box 1535,,Melton West,VIC,3337,,,,,,,,info@wyndhamplumbinggroup.com.au,Mobile 0475211235,,Mobile 0475211235,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22001674,Wyndham Garage Doors & Shutters,Wyndham Garage Doors & Shutters,,,,,,Werribee,VIC,3030,,,,,,,,care@wyndhamgaragedoors.com,Mobile 0497430091,,Mobile 0497430091,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-JAM22000013,Constant Air Con Service,Constant Air Con Service,,19,32,Silkwood Rise,,Carrum Downs,VIC,3201,,,,,,,,accounts@constanthvac.com.au,Work 0402 635 007,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19003549,Domtech Australia,Domtech Australia,,,12A,Redland Drive,,Mitcham,VIC,3132,,,,,,,,service@domtech.com.au,Home 98726850,,Home 98726850,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16001050,Surelec Electricians,Surelec Electricians,,,8-12,Greenwood Street,,Abbotsford,vic,3067,,,,,,,,sales@surelec.com.au,Work 9416 4425,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001362,Combined Industrial Maintenance,Combined Industrial Maintenance,,,,7 Kirkham Road,,Murrumbeena,VIC,3163,,,,,,,,,Work 0419 834 026,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20000602,Cornerstone Property Group,Cornerstone Property Group,,16,345,Plummer Street,,Port Melbourne,VIC,3207,,,,,,,,info@cornerstonepg.com.au,Work 1300 945 116,,Mobile 0431219179,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21001999,Leaftop Garden & Property Services Pty Ltd,Leaftop Garden & Property Services Pty Ltd,,,271,Burwood Highway,,Burwood,VIC,3125,,,,,,,,accounts@leaftop.com.au,Mobile 0405130065,,Mobile 0405130065,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14002358,Sterling Properties,Sterling Properties,,,,GPO Box 2174,,Melbourne,Vic,3001,,,,,,,,sterling@sterlingproperties.com.au,Work Sterling Propet,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-VAD21000019,Propper Maintenance Pty Ltd,Propper Maintenance Pty Ltd,,,Suite 3,Level 2/118 Devonshire,,Surry Hills,NSW,2010,,,,,,,,longview@proppermaintenance.com.au,Work 1300 622 748,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO07003823,AGL Gas,AGL Gas,,,,Locked Bag 20024,,Melbourne,Vic,3001,,,,,,,,,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-SAN22000007,Melbourne Airtech,Melbourne Airtech,,,,,,,,,,,,,,,,Robert@melbourneairtech.com,Mobile 0406427446,,Mobile 0406427446,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16001017,Smarthouse Fire Solutions,Smarthouse Fire Solutions,,,,PO Box 2075,,Camberwell West,VIC,3124,,,,,,,,,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001344,Omega Security Solutions,Omega Security Solutions,,,256,Hyde Street,Yarraville,,Vic,3013,,,,,,,,omega@omegacorp.com.au,Work 96893488,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22004214,Obsidian Roofing,Obsidian Roofing,,,441,Flemington Road,,North Melbourne,VIC,3051,,,,,,,,projects@obsidianroofing.com.au,Work 1300 557 935,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21000910,Vidis Services Pty Ltd - Bulleen,Vidis Services Pty Ltd - Bulleen,,,,1 Frederick St,,Bulleen,VIC,3105,,,,,,,,,Work 0431160024,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21001824,EBM Insurance Brokers - 20362,EBM Insurance Brokers - 20362,,,,EBM Insurance Brokers,Suite,ABBOTSFORD,VIC,4/651 VIC,,,,,,,,admin@rentcover.com.au,Mobile 1800661662,,Mobile 1800661662,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002757,City Of Melton,City Of Melton,,,,PO Box 21,,Melton,VIC,3337,,,,,,,,csu@melton.vic.gov.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17001376,City of Whittlesea,City of Whittlesea,,,,Locked Bag 1,,Bundoora,VIC,3083,,,,,,,,info@whittlesea.vic.gov.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17002818,Kaaden Doors,Kaaden Doors,,,10,Dallas Court,,Hallam,VIC,3803,,,,,,,,admin@kaadendoors.com.au,Work 1800 522 336,,Home 0481371683,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001493,Mode Heating & Cooling,Mode Heating & Cooling,,21,283-293,Rex Road,,Campbellfield,VIC,3061,,,,,,,,info@modeheatingandcooling.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004926,Expert Appliance Repairs Pty Ltd,Expert Appliance Repairs Pty Ltd,,,81,Marquands Rd Truganina,,,,,,,,,,,,Service@Expertappliance.Com.Au,Work 0499 499 334,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002204,Aussie Tree Services Vic Pty Ltd,Aussie Tree Services Vic Pty Ltd,,,,PO BOX 234,,MONBULK,VIC,3793,,,,,,,,team@aussietreesvic.com.au,Mobile 0419358035,,Mobile 0419358035 Fax 0295063305,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12002998,Lockness Locksmiths,Lockness Locksmiths,,,10,Raven Street,,Doncaster East,,3109,,,,,,,,lockness10@optusnet.com.au,Home 0404882413,,Home 0404882413,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001147,Melbourne Plumbing Group,Melbourne Plumbing Group,,,20B,Rooks Road,,Nunawading,VIC,3131,,,,,,,,melbourneplumbinggroup-longview@imports.aroflo.com,Work 1300 116 486,,Mobile 0425809395,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001148,Melcorp Strata Pty Ltd,Melcorp Strata Pty Ltd,,,477,Swanston Street,,Melbourne,VIC,3000,,,,,,,,info@melcorpstrata.com.au,Work 86381822,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22001433,SGM Property Solutions,SGM Property Solutions,,,,,,,,,,,,,,,,sgmpropertysolutions@hotmail.com,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001839,Network Pacific Strata Management,Network Pacific Strata Management,,,,Building 5,303 Burwood Hwy,,Burwood East,,,,,,,,,info@networkpacific.com.au,Work 98164722,,Fax 98164799,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001423,Australian Body Corporate,Australian Body Corporate,,,,PO Box 278,Doncaster Heights,,VIC,3109,,,,,,,,admin@ausbodycorp.com.au,Work 0384188787,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO23002113,KaiKleans,KaiKleans,,,56,Kavanagh Cres,,Keilor Downs,VIC,3038,,,,,,,,admin@kaikleans.com.au,Mobile 0451221911,,Mobile 0451221911,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE21000030,Jim's Mowing,Jim's Mowing,,,,,,,,,,,,,,,,shane.panczel@jimsmowing.net,Mobile 0404430303,,Mobile 0404430303,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22002879,SMS Property Maintenance Australia Pty Ltd,SMS Property Maintenance Australia Pty Ltd,,,161,Sturt Street,,Southbank,VIC,3006,,,,,,,,steven@smspm.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO15000944,1. Ownerscorp Commercial,1. Ownerscorp Commercial,,,,"Suite 33, 34 Queens Road",,Melbourne,Vic,3004,,,,,,,,ownerscorpservices@tbre.net.au,,,Fax 0398208977,,Email,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18000933,Water Masters,Water Masters,,,,PO Box 604,,Black Rock,VIC,3193,,,,,,,,accounts@watermasterplumbing.com.au,,,,,Email,,,,,,,,,,,,,,,,,,,,,,
