creditor_id,name,company_name,abn,address_unit,address_street_no,address_street_1,address_street_2,address_suburb,address_state,address_postcode,mailing_address_unit,mailing_address_street_no,mailing_address_street_1,mailing_address_street_2,mailing_address_suburb,mailing_address_state,mailing_address_postcode,preferred_email,preferred_phone,additional_emails,additional_phones,other_contact_info,preferred_comm_method,default_account_code,is_gst_exempt,is_priority,is_strata_creditor,strata_plan_number,strata_building_name,strata_self_managed,strata_building_street_no,strata_building_street_1,strata_building_street_2,strata_building_suburb,strata_building_state,strata_building_postcode,payment_method,cheque_pay_to,eft_account_name,eft_account_bsb,eft_account_no,bpay_reference,contact_[n]_id,contact_[n]_type,tag_[group name]
rps_lng-SAN21000024,,Jim's Mowing Keilor Downs South,,57,,Carbine Way,,Keilor Downs,VIC,3038,,,,,,,,cciampa@optusnet.com.au,,,Mobile 042 344 9967,,cciampa@optusnet.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-VAD22000033,,Pro Wire Electrics,,,,,,,,,,,,,,,,enquiries@prowireelectrics.com.au,,,Mobile 0448 801 626,,enquiries@prowireelectrics.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CHA19000082,,Omega Property Maintenance,,,,,,,,,,,,,,,,admin@omegapro.com.au,Work 03 9052 4442,,,,admin@omegapro.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002205,,LA Bayside Discount Garage & Doors,,12,,William Street,Balaclava VIC 3183,,,,,,,,,,,sales@labayside.com.au,Work 9527 9955,,Fax 9527 4722,,sales@labayside.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000014,,F & J Glass,,,,,,,,,,,,,,,,weskotob@hotmail.com,,,Mobile 0450 436 694,,weskotob@hotmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21001982,,Australian Antennas,,,,P.O.Box 117,,BLACKBURN SOUTH,VIC,3130,,,,,,,,sales@australianantennas.com.au,,,Fax 03 9899 2977,,sales@australianantennas.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002487,,Mr Antenna Trading Pty Ltd,,,,Po Box 934,,SOUTH MELBOURNE,VIC,3205,,,,,,,,bookings@themrgroup.com.au,,,,,bookings@themrgroup.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001472,,Intrinsic Cleaning Solutions Pty Ltd,,11,,Retreat Avenue,Cranbourne North,,Vic,3977,,,,,,,,info@intrinsiccs.com.au,Work 1300 930 833,,,,info@intrinsiccs.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO13002418,,Total Climate Management (Vic) Pty Ltd,,31/111,,Lewis Road,,Knoxfield,,3180,,,,,,,,service@tcmgroup.net.au,,,,,service@tcmgroup.net.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14002417,,VBCS,,,,"DEFT Payment Systems
GPO Box 2174",,Melbourne,Vic,3001,,,,,,,,levies@vbcs.com.au,,,,,levies@vbcs.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001214,,Action Pest Control,,2/241,,Boundary Road,Braeside VIC 3195,,,,,,,,,,,actionpest@bigpond.com,Work 9569 9388,,Fax 9569 0111,,actionpest@bigpond.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16002429,,Chromagen,,17-23,,Redwood Drive,,Dingley,Vic,3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-SAN22000095,,Greenhills,,9/88,,Northgate Drive,,Thomastown,VIC,3074,,,,,,,,greenhillselectrics@outlook.com,,,Mobile 0408 309 653,,greenhillselectrics@outlook.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001406,,Alapont Developments,,,,PO Box 7177,Dandenong VIC 3175,,,,,,,,,,,Miguel@alapont.com.au,,,Mobile 418567773,,Miguel@alapont.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000021,Matt ( Craigieburn),Jims Mowing,,,,,,,,,,,,,,,,matt.bonello@jimsmowing.net,,,Mobile 0403540243,,matt.bonello@jimsmowing.net,,,,,,,,,,,,,,,,,,,,,,
rps_lng-VAD22000036,,Jim's Security Doors Mernda,,,,,,,,,,,,,,,,happy@jimssecuritydoors.com,,,Mobile 0404 303 012,,happy@jimssecuritydoors.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22001619,The White Ant Co Pty Ltd,PPM Protectant Pest Management,,,,PO Box 212,,Thomastown,VIC,3074,,,,,,,,enquiries@ppmgmt-vic.com.au,Work 1300 552 532,,,,enquiries@ppmgmt-vic.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE21000004,,Anita Tai,,119/270,,Springvale Road,,Glen Waverley,VIC,3150,,,,,,,,anitatai96@hotmail.com,,,Mobile 0403 261 188,,anitatai96@hotmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001102,,Cyclic Maintenance,,1/533,,Highett Road,,Highett,VIC,3190,,,,,,,,admin@cyclicmaintenance.com.au,Work 9596 3402,,,,admin@cyclicmaintenance.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001086,,Biskon Plumbing,,15/18-20,,Edward Street,Oakleigh  VIC 3166,,,,,,,,,,,bookings@biskonplumbing.com.au,Work 03 9558 9100,,,,bookings@biskonplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002238,,KPS Plumbing Services,,32,,Thorseby Grove,,IVANHOE,VIC,3079,,,,,,,,chris@kingsfordps.com.au,,,Mobile 0438 590 286,,chris@kingsfordps.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001539,,VBCS,,,,Locked Bag 1291,Port Melbourne,,Vic,3207,,,,,,,,vbcs@vbcs.com.au,Work 9523 5038,,Fax 9528 6935,,vbcs@vbcs.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004738,,Bella's Cleaning,,14,,Audley Street,,Pakenham,VIC,3810,,,,,,,,ISABELLASEMERJIAN@GMAIL.COM,,,Mobile 0490 191 347,,ISABELLASEMERJIAN@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001417,,At Your Maintenance,,131,,Boundary Road,North Melbourne,,Vic,3051,,,,,,,,service@atyourmaintenance.com.au,Work 9020 4633,,,,service@atyourmaintenance.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000012,Spingvale,Flick Anticimex Pty Ltd,,4,,Brough Street,,Springvale,VIC,3171,,,,,,,,accounts.receivable@flick-anticimex.com.au,Work 8514 1300,,,,accounts.receivable@flick-anticimex.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12001431,,Brandon Electrical,,67,,Cambro Road,,Clayton,Vic,3143,,,,,,,,admin2@brandonelectrical.com.au,,,Mobile 0438 324 619 D Fax 03 9558 6157,,admin2@brandonelectrical.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001325,Levies,MBCM - BPAY,,,,,,,,,,,,,,,,info@mbcmfootscray.com.au,Work 93178265,,,,info@mbcmfootscray.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002570,,Western Distributors Carpets,,,,P.O. Box 153,,SUNSHINE,VIC,3020,,,,,,,,wd@westerndistributors.com.au,,,,,wd@westerndistributors.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17001386,,Abode Makeover Group,,6,,Padua Drive,,Mornington,VIC,3931,,,,,,,,d.russell89@icloud.com,,,Mobile 0431 285 167,,d.russell89@icloud.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002574,,Investa Projects Vic Pty Ltd,,,,PO Box 173,,Hawthorn,Vic,3122,,,,,,,,enquiries@investaprojects.com,Work 9815 1650,,,,enquiries@investaprojects.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12001407,,Ace Locksmiths,,,,PO Box 1494,,St Kilda,Vic,3182,,,,,,,,sales@acelocksmiths.com,,,Fax 03 9534 8206,,sales@acelocksmiths.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO09001040,,Quicklift Garage Doors,,61-63,,Glenvale Cres,,Mulgrave,VIC,3170,,,,,,,,office@quickliftdoors.com.au,Work 9729 6899,,,,office@quickliftdoors.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20002252,,Boss Painting & Maintenance Services,,,,,,,,,,,,,,,,bossmaintenanceservices@gmail.com,,,Mobile 0413991891,,bossmaintenanceservices@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18002137,,Loy Maintenance,,,,,,,,,,,,,,,,loymaintenance@gmail.com,,,Mobile 0402582555,,loymaintenance@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000009,,TopGun Cleaning Services,,,,,,,,,,,,,,,,topguncleaning@hotmail.com.au,,,,,topguncleaning@hotmail.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000024,,Jims Mowing (Doreen),,,,,,,,,,,,,,,,leerae1511@gmail.com,,,Mobile 0407381714,,leerae1511@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19005948,,Eclipse Property Photography,,,,,,,,,,,,,,,,info@eclipse-photography.com.au,,,Mobile 0416 271 382,,info@eclipse-photography.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12001436,,Carrit Works Pty Ltd,,10,,Wattle Grove,,Coburg,Vic,3058,,,,,,,,support@carritworks.com.au,Work 0412 123 016 S,,Mobile 0419 539 796 R,,support@carritworks.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE19000076,,Orange Heating and Cooling,,,,,,,,,,,,,,,,info@orangeheatingandcooling.net,,,,,info@orangeheatingandcooling.net,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20002032,,Pinnacle Plumbing Group,,1129,,,,Fitzroy North,VIC,3068,,,,,,,,service@pinnacleplumbing.com.au,,,Home 0419019993,,service@pinnacleplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19006010,,J T GARDENS AND MAINTENANCE,,,,PO Box 4378,,Hoppers Crossing,VIC,3029,,,,,,,,info@jtgardens.com.au,,,Mobile 0409198548,,info@jtgardens.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO22004027,,The Heat & Cool Service Group,,44,,Burleigh Drive,,Grovedale,VIC,3216,,,,,,,,office@heatcoolservice.com.au,,,Mobile 0434 004 490,,office@heatcoolservice.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001288,,2. Fixed Plumbing & Gas Fitting,,,,P O Box 238,Seaford Vic 3198,,,,,,,,,,,fixed.plumbing@bigpond.com,,,Mobile 0415518003,,fixed.plumbing@bigpond.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001493,,Mode Heating & Cooling,,21/283-293,,Rex Road,,Campbellfield,VIC,3061,,,,,,,,info@modeheatingandcooling.com.au,,,,,info@modeheatingandcooling.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001203,,TRUST Plumbing,,19,,Higgins Way,Truganina,,Vic,3029,,,,,,,,tim@trustplumbing.com.au,,,,,tim@trustplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001835,,Nationwide Appliance Repairs,,122,,Cheltenham Road,,Dandenong,VIC,3175,,,,,,,,jobs@nwar.com.au,Work 1300 652 100,,,,jobs@nwar.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000033,,Clean To Shine,,,,,,,,,,,,,,,,info@cleantoshine.com.au,Work 1300 456 457,,,,info@cleantoshine.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14000987,,Crown Property Services,,,,"Suite 510, 1 Queens Road",,Melbourne,Vic,3004,,,,,,,,george@crownpropertyservices.com.au,,,Mobile 0421 133 777 Fax 03 8679 3374,,george@crownpropertyservices.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE19000104,,Efficient Heating & Cooling,,68/22,,Dunn Crescent,,Dandenong,VIC,3175,,,,,,,,info@heatingcoolingsystems.com.au,Work 03 9792 3261,,,,info@heatingcoolingsystems.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001515,,Quicklift Garage Doors,,,,PO BOX 197,Bayswater,,VIC,3153,,,,,,,,office@quickliftdoors.com.au,Work 9729 6899,,Fax 9729 6048,,office@quickliftdoors.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16001000,,Biskon Plumbing Pty Ltd,,15/18-20,,Edward Street,,Oakleigh,Vic,3166,,,,,,,,bookings@biskonplumbing.com.au,Work 03 9558 9100,,,,bookings@biskonplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-VAD23000019,,Wingham Electrical Pty Ltd,,,,,,,,,,,,,,,,info@winghamelectrical.com.au,,,Mobile 0468 964 064,,info@winghamelectrical.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16001050,,Surelec Electricians,,8-12,,Greenwood Street,,Abbotsford,vic,3067,,,,,,,,sales@surelec.com.au,Work 9416 4425,,,,sales@surelec.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001281,,Mr Dependabell Handyman Services,,16,,Adina Court,Kuranjang,,VIC,3337,,,,,,,,kevin@mrdependabell.com.au,,,,,kevin@mrdependabell.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002005,,PDS Garage Doors & Gates,,38,,Yale Drive,Epping VIC 3076,,,,,,,,,,,service@pdsdoors.com.au,,,Mobile 9408 3418,,service@pdsdoors.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000022,South Yarra,Hire-A-Hubby South Yarra,,,,,,,,,,,,,,,,job_southyarra.vic@hireahubby.com.au,,,,,job_southyarra.vic@hireahubby.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001564,,Appliances Online Commercial Division,,,,Po Box 694,,Strawberry Hills,NSW,2012,,,,,,,,commercial@appliancesonline.com.au,,,Home 1300001500,,commercial@appliancesonline.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17002776,,Bluestone Owners Corp - BPAY,,,,PO Box 8633,,Armadale,Vic,3143,,,,,,,,info@bluestoneocm.com.au,,,,,info@bluestoneocm.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18000926,,Enficet Pty Ltd Was AM-Works Building & Maintenan,,2/10,,Station Street,,Cheltenham,Vic,3192,,,,,,,,admin@enficetgroup.com.au,,,Mobile 0408 741 659,,admin@enficetgroup.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21002273,"PO 1185 UPWEY, 3158",The Grout Guy Victoria PTY LTD,,,,,,,,,,,,,,,,info@thegroutguy.com.au,,,Home 1800844897,,info@thegroutguy.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001497,,The Mould Doctor,,,,PO BOX 190,Bentleigh,,VIC,3204,,,,,,,,info@themoulddoctor.com.au,Work 1300 944 595,,,,info@themoulddoctor.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17001377,,Detector  Inspector,,,,PO Box 542,,Elsternwick,VIC,3185,,,,,,,,remittance@detectorinspector.com.au,,,Mobile 0439 222 988,,remittance@detectorinspector.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001246,,Advantage Appliances,,,,Unit 12,22-24 Redland Drive,,MITCHAM,3132,,,,,,,,service@advantageappliances.com.au,Work 98744222,,Fax 98746917,,service@advantageappliances.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21002453,,Frontline Locksmiths,,59,,Mundara Drive,,RINGWOOD,VIC,3134,,,,,,,,admin@frontlinelocksmiths.com.au,Work 03 8827 0800,,,,admin@frontlinelocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004467,Hurstbridge,Diamond Valley Termite & Pest Control,,,,Po Box 598,,Hurstbridge,VIC,3099,,,,,,,,dvpestcontrol@outlook.com.au,,,Home 0414542571,,dvpestcontrol@outlook.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21004144,,ASOT Property Services,,,,,"Plummer Road
MENTONE 3194",,,,,,,,,,,Info@asotpropertyservices.com.au,,,,,Info@asotpropertyservices.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES20000062,,Boss Painting Services,,,,,,,,,,,,,,,,bossmaintenanceservices@gmail.com,,,Mobile 0413 991 891,,bossmaintenanceservices@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002404,Mount Waverley South West,Jims Mowing,,18/1470,,Ferntree Gully Road,,Knoxfield,VIC,3180,,,,,,,,john.wildes@jimsmowing.net,,,,,john.wildes@jimsmowing.net,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14000957,,Alesi Carpentry & Maintenance Services,,,,,,,,,,,,,,,,ANDREW@ALESIGROUP.COM.AU,,,Mobile 0411 395 496,,ANDREW@ALESIGROUP.COM.AU,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001188,,Smoke Alarms Australia,,,,P O Box 1531,Neutral Bay,,NSW,2089,,,,,,,,vic@smokealarmsaustralia.com.au,Work 1300125276,,,,vic@smokealarmsaustralia.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO15001035,,XRM Group Pty Ltd,,,,PO Box 1045,,Carlton,Vic,3053,,,,,,,,plumbing@xrm.com.au,Work 0419 135 376 M,,Mobile 0413 136 631 D Fax 03 8640 0737,,plumbing@xrm.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000007,St Albans,TD Stonemason Pty Ltd,,2/119,,Fox Street,,St Albans,VIC,3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001573,,Aquatek Plumbing Services,,1/25,,Peel Street,,Eltham,VIC,3095,,,,,,,,aquatekplumbing@outlook.com,,,Mobile 0430 538 478,,aquatekplumbing@outlook.com,,,,,,,,,,,,,,,,,,,,,,
