property_id,tenancy_id,status,inspection_type,inspection_date,start_time,end_time,general_note
rps_lng-CVA210389,rps_lng-CVA210102,Closed,Routine,2023-04-27,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 28/04/2023 by Scheduled Task
rps_lng-CVA210389,rps_lng-CVA210102,Closed,Routine,2022-10-24,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 28/10/2022 by Daniel Baise
rps_lng-CVA210389,rps_lng-CVA210102,Closed,Routine,2022-04-21,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 23/05/2022 by Reapit
rps_lng-CVA210389,rps_lng-CVA210102,Closed,Routine,2021-09-03,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 11/09/2021 by Scheduled Task
rps_lng-CVA210391,rps_lng-HDO210865,Closed,Routine,2023-06-14,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 15/06/2023 by Scheduled Task
rps_lng-CVA210391,rps_lng-HDO210865,Closed,Routine,2022-12-19,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 20/12/2022 by Scheduled Task
rps_lng-CVA210391,rps_lng-HDO210865,Closed,Routine,2022-06-20,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-CVA210391,rps_lng-HDO210865,Closed,Routine,2022-01-07,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 09/02/2022 by Scheduled Task
rps_lng-CVA210401,rps_lng-HDO210580,Closed,Routine,2023-08-21,11:00:00,0 days 11:04:00,
rps_lng-CVA210401,rps_lng-HDO210580,Closed,Routine,2023-02-16,11:00:00,0 days 11:03:00,Inspection completed in IPX integration on 17/02/2023 by Scheduled Task
rps_lng-CVA210401,rps_lng-HDO210580,Closed,Routine,2022-08-12,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 13/08/2022 by Scheduled Task
rps_lng-CVA210401,rps_lng-HDO210580,Confirmed,Routine,2022-02-09,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 16/02/2022 by Scheduled Task
rps_lng-CVA210406,rps_lng-HDO221419,Closed,Routine,2023-05-09,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 09/05/2023 by Scheduled Task
rps_lng-CVA210411,rps_lng-HDO221273,Closed,Routine,2023-03-21,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 22/03/2023 by Scheduled Task
rps_lng-CVA210417,rps_lng-CVA210254,Confirmed,Routine,2023-03-09,09:00:00,0 days 09:08:00,Inspection completed in IPX integration on 10/04/2023 by Scheduled Task
rps_lng-CVA210417,rps_lng-CVA210254,Closed,Routine,2022-03-10,11:00:00,0 days 11:03:00,Inspection completed in IPX integration on 10/04/2022 by Scheduled Task
rps_lng-CVA210420,rps_lng-CVA210114,Closed,Routine,2023-05-30,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 30/05/2023 by Scheduled Task
rps_lng-CVA210420,rps_lng-CVA210114,Closed,Routine,2022-05-16,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 23/05/2022 by Reapit
rps_lng-CVA210420,rps_lng-CVA210114,Closed,Routine,2021-04-13,16:00:00,0 days 16:01:00,Inspection completed in IPX integration on 19/05/2021 by Scheduled Task
rps_lng-CVA210429,rps_lng-CVA210576,Closed,Routine,2023-05-02,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 03/05/2023 by Scheduled Task
rps_lng-CVA210429,rps_lng-CVA210576,Closed,Routine,2022-10-11,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 11/10/2022 by Scheduled Task
rps_lng-CVA210429,rps_lng-CVA210576,Closed,Routine,2022-03-18,15:30:00,0 days 15:32:00,Inspection completed in IPX integration on 22/03/2022 by Scheduled Task
rps_lng-CVA210429,rps_lng-CVA210576,Closed,Routine,2021-09-03,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 09/09/2021 by Scheduled Task
rps_lng-CVA210435,rps_lng-CVA210120,Closed,Routine,2023-08-21,10:00:00,0 days 10:03:00,
rps_lng-CVA210435,rps_lng-CVA210120,Closed,Routine,2022-12-29,11:00:00,0 days 11:03:00,
rps_lng-CVA210435,rps_lng-CVA210120,Closed,Routine,2022-06-13,23:00:00,0 days 23:01:00,sent to LL 5/05/22
rps_lng-CVA210435,rps_lng-CVA210120,Closed,Routine,2022-05-15,23:00:00,0 days 23:01:00,
rps_lng-CVA210435,rps_lng-CVA210120,Closed,Routine,2022-05-05,13:00:00,0 days 13:03:00,Inspection completed in IPX integration on 06/06/2022 by Reapit
rps_lng-CVA210436,rps_lng-CVA210612,Closed,Routine,2023-08-03,11:00:00,0 days 11:04:00,
rps_lng-CVA210436,rps_lng-CVA210612,Closed,Routine,2023-02-15,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 15/02/2023 by Scheduled Task
rps_lng-CVA210436,rps_lng-CVA210612,Closed,Routine,2022-08-17,08:00:00,0 days 08:02:00,Inspection completed in IPX integration on 17/08/2022 by Scheduled Task
rps_lng-CVA210436,rps_lng-CVA210612,Closed,Routine,2022-02-10,11:00:00,0 days 11:03:00,Inspection completed in IPX integration on 08/03/2022 by Scheduled Task
rps_lng-CVA210436,rps_lng-CVA210612,Closed,Routine,2021-09-02,13:00:00,0 days 13:01:00,Inspection completed in IPX integration on 07/09/2021 by Reapit
rps_lng-CVA210459,rps_lng-HDO210795,Closed,Routine,2022-12-15,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 16/12/2022 by Scheduled Task
rps_lng-CVA210459,rps_lng-HDO210795,Closed,Routine,2021-12-07,00:00:00,0 days 00:01:00,Inspection completed in IPX integration on 23/12/2021 by Scheduled Task
rps_lng-CVA210465,rps_lng-CVA210531,Closed,Routine,2023-03-22,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 24/03/2023 by Scheduled Task
rps_lng-CVA210465,rps_lng-CVA210531,Closed,Routine,2022-09-02,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 03/09/2022 by Scheduled Task
rps_lng-CVA210465,rps_lng-CVA210531,Confirmed,Routine,2022-02-09,14:00:00,0 days 14:01:00,Inspection completed in IPX integration on 16/02/2022 by Scheduled Task
rps_lng-CVA210465,rps_lng-CVA210531,Closed,Routine,2021-08-11,13:00:00,0 days 13:01:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-CVA210491,rps_lng-HDO230052,Closed,Routine,2023-08-02,09:00:00,0 days 09:02:00,
rps_lng-CVA210507,rps_lng-HDO230148,Closed,Routine,2023-08-01,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 02/08/2023 by Scheduled Task
rps_lng-CVA210542,rps_lng-HDO211592,Closed,Routine,2023-07-19,10:00:00,0 days 10:02:00,
rps_lng-CVA210542,rps_lng-HDO211592,Closed,Routine,2022-12-19,12:00:00,0 days 12:04:00,Inspection completed in IPX integration on 20/12/2022 by Scheduled Task
rps_lng-CVA210542,rps_lng-HDO211592,Closed,Routine,2022-06-17,08:30:00,0 days 08:32:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2023-06-14,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 15/06/2023 by Scheduled Task
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2022-12-19,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 20/12/2022 by Scheduled Task
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2022-06-15,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2021-12-21,04:30:00,0 days 04:31:00,Inspection completed in IPX integration on 21/12/2021 by Scheduled Task
rps_lng-CVA210579,rps_lng-CVA210286,Closed,Routine,2021-09-03,14:00:00,0 days 14:01:00,Inspection completed in IPX integration on 08/09/2021 by Reapit
rps_lng-CVA210616,rps_lng-HDO220102,Closed,Routine,2023-06-23,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 24/06/2023 by Scheduled Task
rps_lng-CVA210616,rps_lng-HDO220102,Closed,Routine,2022-12-08,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 09/12/2022 by Scheduled Task
rps_lng-CVA210616,rps_lng-HDO220102,Closed,Routine,2022-06-14,13:00:00,0 days 13:03:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-CVA210647,rps_lng-HDO221070,Closed,Routine,2023-02-10,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 11/02/2023 by Scheduled Task
rps_lng-HDO080004,rps_lng-RPT191479,Closed,Routine,2022-10-19,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 20/11/2022 by Scheduled Task
rps_lng-HDO080004,rps_lng-RPT191479,Closed,Routine,2021-09-03,13:00:00,0 days 13:01:00,Inspection completed in IPX integration on 11/09/2021 by Scheduled Task
rps_lng-HDO080004,rps_lng-RPT191479,Closed,Routine,2019-12-17,10:45:00,0 days 10:45:15,Inspection completed in IPX integration on 19/12/2019 by Reapit
rps_lng-HDO080004,rps_lng-RPT191479,Closed,Routine,2019-04-30,08:15:00,0 days 08:15:15,"Completed: 2019-05-01 03:16:47
 Notes: *** Gavin Xu *** 01/05/2019 03:19:12 AM 
Entrance Hall - Area is in a good, clean and presentable condition with minor damages at the time of inspection. Door stop present but handle shaped hole on wall. Light scuff marks.
Ref#OTRINS-28245236
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Bedroom 1 - Area is in a good, clean and presentable condition with no damages at the time of inspection. Work patch on carpet.
Ref#OTRINS-28245237
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Ensuite - Area is in a good, clean and presentable condition with no damages at the time of inspection. Minor mould build up on silicon by shower base.
Ref#OTRINS-28245238
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Bedroom 2 - Area is in a good, clean and presentable condition with no damages at the time of inspection. Minor scuff marks.
Ref#OTRINS-28245239
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Family Room - Area is in a good, clean and presentable condition with no damages at the time of inspection. Minor scuff marks. Lights suspended by selotape.
Ref#OTRINS-28245240
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Kitchen/Meals - Area is in a good, clean and presentable condition with no damages at the time of inspection. Grease build up on rangehood. Window sill with some water damage/worn paint
Ref#OTRINS-28245241
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Loungeroom - Area is in a good, clean and presentable condition with no damages at the time of inspection. Small dark carpet stains. Blinds link broken.
Ref#OTRINS-28245242
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Bedroom 3 - Area is in a good, clean and presentable condition with no damages at the time of inspection. Light scuff Mark, blue tack on wall.
Ref#OTRINS-28245243
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Bathroom 1 - Area is in a good, clean and presentable condition with no damages at the time of inspection. Very light mould build up on shower base edges.
Ref#OTRINS-28245244
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Bedroom 4 - Area is in a good, clean and presentable condition with no damages at the time of inspection. Blue tack on walls and light stains on carpet.
Ref#OTRINS-28245245
*** Gavin Xu *** 01/05/2019 03:19:12 AM 
Garden Rear - Area is in a good, clean and presentable condition with no damages at the time of inspection. Grass dying and weed build up on fence edge and under trampoline.
Ref#OTRINS-28245246"
rps_lng-HDO080019,rps_lng-HDO200373,Closed,Routine,2023-04-05,08:00:00,0 days 08:03:00,Inspection completed in IPX integration on 06/04/2023 by Scheduled Task
rps_lng-HDO080019,rps_lng-HDO200373,Closed,Routine,2022-10-19,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 20/11/2022 by Scheduled Task
rps_lng-HDO080019,rps_lng-HDO200373,Closed,Routine,2022-04-07,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 23/05/2022 by Reapit
rps_lng-HDO080019,rps_lng-HDO200373,Closed,Routine,2021-09-03,14:00:00,0 days 14:01:00,Inspection completed in IPX integration on 10/09/2021 by Scheduled Task
rps_lng-HDO090003,rps_lng-HDO200885,Closed,Routine,2023-08-22,10:00:00,0 days 10:03:00,
rps_lng-HDO090003,rps_lng-HDO200885,Closed,Routine,2023-02-06,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 07/02/2023 by Scheduled Task
rps_lng-HDO090003,rps_lng-HDO200885,Closed,Routine,2022-08-10,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 23/08/2022 by Scheduled Task
rps_lng-HDO090003,rps_lng-HDO200885,Closed,Routine,2022-02-04,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 23/02/2022 by Scheduled Task
rps_lng-HDO090003,rps_lng-HDO200885,Closed,Routine,2021-05-17,19:00:00,0 days 19:01:00,Inspection completed in IPX integration on 28/05/2021 by Scheduled Task
rps_lng-HDO090030,rps_lng-HDO230011,Closed,Routine,2023-07-12,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 13/07/2023 by Scheduled Task
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2022-10-06,10:00:00,0 days 10:02:00,Inspection completed in IPX integration on 28/10/2022 by Daniel Baise
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2021-09-03,13:00:00,0 days 13:01:00,Inspection completed in IPX integration on 16/10/2021 by Scheduled Task
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2020-03-16,09:00:00,0 days 09:00:30,Inspection completed in IPX integration on 01/05/2020 by Reapit
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2019-06-14,08:45:00,0 days 08:45:15,"Completed: 2019-06-14 04:20:54
 Notes: *** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
Bedroom 1 - Doors and windows are clean and undamaged. Window coverings are clean but worn by age. Floors are clean with some marks. Walls are clean with some scuffs. Lights are free of bugs and all in working order. Wardrobe doors are clean with some marks. No mould, peeling paint or damage on visual inspection.
Ref#OTRINS-30152987
*** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
Laundry - Doors and windows are clean and undamaged. Window coverings are clean but worn by age. Floors are clean with some marks. Walls are clean with some scuffs. Lights are free of bugs and all in working order. Some marks to laundry sink, taps secure. No mould, peeling paint or damage on visual inspection.
Ref#OTRINS-30152995
*** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
Kitchen/Meals - Window coverings are clean but worn by age. Floors are clean with some marks. Walls are clean with some marks. Lights are free of bugs and all in working order. Benches are in good condition and wiped clean. Cupboards and drawers are wiped clean and undamaged. Sink is clean, tap has small leak but nothing major. No leaks on visual inspection. Stove top is clean, some marks to the elements. Rangehood is wiped clean, still some oil residue. Light and fan on rangehood in good working order. Oven is clean, some build up on racks and trays. No mould, peeling paint, leaks or damage on visual inspection
Ref#OTRINS-30153000
*** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
Bedroom 2 - Doors and windows are clean and undamaged. Window coverings are clean but worn by age. Floors are clean with some marks. Walls are clean with some scuffs. Lights are free of bugs and all in working order. Wardrobe doors are clean with some marks. No mould, peeling paint or damage on visual inspection.
Ref#OTRINS-30153002
*** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
Bathroom - Doors and windows are clean and undamaged. Window coverings are clean but marked by age. Floors are clean with some marks. Walls are clean with some scuffs. Lights are free of bugs and all in working order. Vanity top, cupboards and drawers are wiped clean with some chips. Exhaust fan is clean and working. Sink is wiped clean and taps are in good working order. Bath is clean, taps are working and plug is free of debris. Shower glass has some calcium build up. Shower tiles are clean but marked by calcium buildup Grout is marked by mould. Shower head is sound and taps in good working order. Towel rail and mirror are secure. No peeling paint, leaks or damage on visual inspection
Ref#OTRINS-30153007
*** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
Bedroom 3 - Doors and windows are clean and undamaged. Window coverings are clean but worn by age. Floors are clean with some marks. Walls are clean with some scuffs. Lights are free of bugs and all in working order. Wardrobe doors are clean with some marks. No mould, peeling paint or damage on visual inspection.
Ref#OTRINS-30153009
*** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
Ensuite - Floors and walls are in good condition.
Shower is clean with only slight mould buildup in grout
No leaks in shower or sink.
One cracked tile but nothing.
Light and fan working.
Roof has dropped slightly- possibly needs to be re-screwed.
Ref#OTRINS-30152992
*** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
Loungeroom - Floors and walls have a few marks but nothing major.
Lights working.
Windows clean and coverings clean but worn by age
Ref#OTRINS-30153011
*** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
Garden Rear - Neat and tidy. Only superficial mess.
Gutters appear clean
Ref#OTRINS-30153014
*** Andrew   Hodge  *** 14/06/2019 04:21:00 AM 
General - Tenant has reported that heating and cooling has never been serviced or cleaned and requested that to be done.
Ref#OTRINS-30153016"
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2018-04-08,19:30:00,0 days 19:30:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2017-07-18,13:20:00,0 days 13:20:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2017-03-03,11:05:00,0 days 11:05:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2016-10-25,14:44:00,0 days 14:44:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2015-08-17,12:07:00,0 days 12:07:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2014-11-20,14:25:00,0 days 14:25:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2014-02-21,10:18:00,0 days 10:18:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2013-08-23,09:41:00,0 days 09:41:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2012-11-19,09:45:00,0 days 09:45:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2011-05-10,08:24:00,0 days 08:24:30,
rps_lng-HDO100024,rps_lng-RPT190766,Closed,Routine,2010-09-27,08:00:00,0 days 08:00:30,
rps_lng-HDO110042,rps_lng-HDO190051,Closed,Routine,2023-04-05,08:00:00,0 days 08:03:00,Inspection completed in IPX integration on 06/04/2023 by Scheduled Task
rps_lng-HDO110042,rps_lng-HDO190051,Closed,Routine,2022-10-19,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 28/10/2022 by Daniel Baise
rps_lng-HDO110042,rps_lng-HDO190051,Closed,Routine,2022-03-10,10:30:00,0 days 10:33:00,Inspection completed in IPX integration on 10/04/2022 by Scheduled Task
rps_lng-HDO110042,rps_lng-HDO190051,Closed,Routine,2021-09-03,14:00:00,0 days 14:01:00,Inspection completed in IPX integration on 05/11/2021 by Scheduled Task
rps_lng-HDO110043,rps_lng-RPT191230,Closed,Routine,2023-04-05,07:00:00,0 days 07:02:00,Inspection completed in IPX integration on 06/04/2023 by Scheduled Task
rps_lng-HDO110043,rps_lng-RPT191230,Closed,Routine,2022-10-06,10:00:00,0 days 10:02:00,Inspection completed in IPX integration on 07/10/2022 by Scheduled Task
rps_lng-HDO110043,rps_lng-RPT191230,Closed,Routine,2021-07-14,11:00:00,0 days 11:05:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-HDO110043,rps_lng-RPT191230,Closed,Routine,2020-02-07,14:45:00,0 days 14:45:45,Inspection completed in IPX integration on 24/03/2020 by Reapit
